,,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
76:24:38,2425,40.41666667,0.714,0.791,0.654
76:24:39,2426,40.43333333,0.714,0.791,0.655
76:24:40,2427,40.45,0.715,0.793,0.654
76:24:41,2428,40.46666667,0.714,0.79,0.654
76:24:42,2429,40.48333333,0.714,0.791,0.654
76:24:43,2430,40.5,0.715,0.791,0.654
76:24:44,2431,40.51666667,0.713,0.791,0.654
76:24:45,2432,40.53333333,0.714,0.791,0.654
76:24:46,2433,40.55,0.715,0.792,0.654
76:24:47,2434,40.56666667,0.713,0.79,0.653
76:24:48,2435,40.58333333,0.713,0.792,0.654
76:24:49,2436,40.6,0.715,0.791,0.653
76:24:50,2437,40.61666667,0.713,0.791,0.654
76:24:51,2438,40.63333333,0.713,0.791,0.653
76:24:52,2439,40.65,0.714,0.791,0.653
76:24:53,2440,40.66666667,0.713,0.79,0.652
76:24:54,2441,40.68333333,0.714,0.791,0.654
76:24:55,2442,40.7,0.714,0.792,0.652
76:24:56,2443,40.71666667,0.714,0.792,0.654
76:24:57,2444,40.73333333,0.713,0.793,0.653
76:24:58,2445,40.75,0.714,0.792,0.654
76:24:59,2446,40.76666667,0.712,0.791,0.653
76:25:00,2447,40.78333333,0.713,0.791,0.653
76:25:01,2448,40.8,0.714,0.792,0.652
76:25:02,2449,40.81666667,0.713,0.79,0.653
76:25:03,2450,40.83333333,0.712,0.792,0.653
76:25:04,2451,40.85,0.713,0.791,0.652
76:25:05,2452,40.86666667,0.712,0.789,0.653
76:25:06,2453,40.88333333,0.712,0.79,0.652
76:25:07,2454,40.9,0.713,0.791,0.652
76:25:08,2455,40.91666667,0.712,0.789,0.652
76:25:09,2456,40.93333333,0.712,0.791,0.653
76:25:10,2457,40.95,0.713,0.791,0.651
76:25:11,2458,40.96666667,0.712,0.79,0.653
76:25:12,2459,40.98333333,0.712,0.791,0.652
76:25:13,2460,41,0.713,0.79,0.652
76:25:14,2461,41.01666667,0.711,0.789,0.651
76:25:15,2462,41.03333333,0.712,0.789,0.652
76:25:16,2463,41.05,0.712,0.788,0.651
76:25:17,2464,41.06666667,0.712,0.787,0.652
76:25:18,2465,41.08333333,0.711,0.789,0.651
76:25:19,2466,41.1,0.712,0.789,0.652
76:25:20,2467,41.11666667,0.711,0.789,0.652
76:25:21,2468,41.13333333,0.711,0.79,0.651
76:25:22,2469,41.15,0.712,0.79,0.651
76:25:23,2470,41.16666667,0.711,0.788,0.651
76:25:24,2471,41.18333333,0.711,0.789,0.652
76:25:25,2472,41.2,0.712,0.788,0.65
76:25:26,2473,41.21666667,0.711,0.785,0.651
76:25:27,2474,41.23333333,0.71,0.785,0.65
76:25:28,2475,41.25,0.711,0.785,0.651
76:25:29,2476,41.26666667,0.71,0.784,0.65
76:25:30,2477,41.28333333,0.71,0.784,0.652
76:25:31,2478,41.3,0.71,0.785,0.65
76:25:32,2479,41.31666667,0.711,0.783,0.651
76:25:33,2480,41.33333333,0.709,0.784,0.651
76:25:34,2481,41.35,0.711,0.785,0.651
76:25:35,2482,41.36666667,0.71,0.786,0.65
76:25:36,2483,41.38333333,0.71,0.785,0.65
76:25:37,2484,41.4,0.71,0.787,0.649
76:25:38,2485,41.41666667,0.71,0.785,0.65
76:25:39,2486,41.43333333,0.709,0.785,0.651
76:25:40,2487,41.45,0.71,0.785,0.65
76:25:41,2488,41.46666667,0.709,0.784,0.65
76:25:42,2489,41.48333333,0.709,0.783,0.65
76:25:43,2490,41.5,0.71,0.784,0.65
76:25:44,2491,41.51666667,0.709,0.783,0.649
76:25:45,2492,41.53333333,0.709,0.783,0.651
76:25:46,2493,41.55,0.71,0.783,0.649
76:25:47,2494,41.56666667,0.709,0.783,0.65
76:25:48,2495,41.58333333,0.708,0.784,0.649
76:25:49,2496,41.6,0.71,0.784,0.65
76:25:50,2497,41.61666667,0.708,0.783,0.649
76:25:51,2498,41.63333333,0.709,0.783,0.65
76:25:52,2499,41.65,0.709,0.784,0.648
76:25:53,2500,41.66666667,0.709,0.783,0.649
76:25:54,2501,41.68333333,0.708,0.785,0.649
76:25:55,2502,41.7,0.709,0.785,0.649
76:25:56,2503,41.71666667,0.708,0.785,0.649
76:25:57,2504,41.73333333,0.708,0.785,0.649
76:25:58,2505,41.75,0.709,0.786,0.649
76:25:59,2506,41.76666667,0.708,0.783,0.648
76:26:00,2507,41.78333333,0.708,0.784,0.649
76:26:01,2508,41.8,0.709,0.783,0.648
76:26:02,2509,41.81666667,0.708,0.783,0.649
76:26:03,2510,41.83333333,0.707,0.783,0.648
76:26:04,2511,41.85,0.709,0.783,0.649
76:26:05,2512,41.86666667,0.707,0.782,0.648
76:26:06,2513,41.88333333,0.708,0.781,0.649
76:26:07,2514,41.9,0.708,0.781,0.647
76:26:08,2515,41.91666667,0.707,0.78,0.648
76:26:09,2516,41.93333333,0.707,0.781,0.648
76:26:10,2517,41.95,0.708,0.781,0.648
76:26:11,2518,41.96666667,0.706,0.779,0.648
76:26:12,2519,41.98333333,0.707,0.779,0.648
76:26:13,2520,42,0.707,0.782,0.647
76:26:14,2521,42.01666667,0.707,0.78,0.647
76:26:15,2522,42.03333333,0.706,0.78,0.648
76:26:16,2523,42.05,0.707,0.779,0.647
76:26:17,2524,42.06666667,0.706,0.777,0.647
76:26:18,2525,42.08333333,0.706,0.777,0.647
76:26:19,2526,42.1,0.707,0.778,0.647
76:26:20,2527,42.11666667,0.705,0.777,0.646
76:26:21,2528,42.13333333,0.706,0.778,0.648
76:26:22,2529,42.15,0.706,0.778,0.646
76:26:23,2530,42.16666667,0.706,0.777,0.647
76:26:24,2531,42.18333333,0.705,0.78,0.646
76:26:25,2532,42.2,0.707,0.779,0.647
76:26:26,2533,42.21666667,0.705,0.779,0.646
76:26:27,2534,42.23333333,0.706,0.78,0.647
76:26:28,2535,42.25,0.705,0.78,0.646
76:26:29,2536,42.26666667,0.706,0.778,0.647
76:26:30,2537,42.28333333,0.705,0.781,0.646
76:26:31,2538,42.3,0.706,0.779,0.646
76:26:32,2539,42.31666667,0.704,0.778,0.646
76:26:33,2540,42.33333333,0.706,0.778,0.646
76:26:34,2541,42.35,0.706,0.778,0.646
76:26:35,2542,42.36666667,0.706,0.777,0.646
76:26:36,2543,42.38333333,0.707,0.779,0.647
76:26:37,2544,42.4,0.708,0.778,0.646
76:26:38,2545,42.41666667,0.706,0.777,0.647
76:26:39,2546,42.43333333,0.707,0.778,0.645
76:26:40,2547,42.45,0.708,0.777,0.646
76:26:41,2548,42.46666667,0.706,0.777,0.646
76:26:42,2549,42.48333333,0.707,0.778,0.646
76:26:43,2550,42.5,0.707,0.777,0.645
76:26:44,2551,42.51666667,0.708,0.775,0.646
76:26:45,2552,42.53333333,0.707,0.778,0.645
76:26:46,2553,42.55,0.708,0.776,0.646
76:26:47,2554,42.56666667,0.707,0.777,0.646
76:26:48,2555,42.58333333,0.707,0.776,0.646
76:26:49,2556,42.6,0.707,0.776,0.645
76:26:50,2557,42.61666667,0.707,0.773,0.646
76:26:51,2558,42.63333333,0.707,0.775,0.646
76:26:52,2559,42.65,0.708,0.775,0.645
76:26:53,2560,42.66666667,0.707,0.775,0.645
76:26:54,2561,42.68333333,0.707,0.775,0.645
76:26:55,2562,42.7,0.708,0.776,0.645
76:26:56,2563,42.71666667,0.707,0.774,0.644
76:26:57,2564,42.73333333,0.707,0.775,0.646
76:26:58,2565,42.75,0.708,0.775,0.644
76:26:59,2566,42.76666667,0.707,0.773,0.645
76:27:00,2567,42.78333333,0.706,0.775,0.644
76:27:01,2568,42.8,0.708,0.775,0.645
76:27:02,2569,42.81666667,0.706,0.774,0.645
76:27:03,2570,42.83333333,0.706,0.775,0.646
76:27:04,2571,42.85,0.707,0.776,0.644
76:27:05,2572,42.86666667,0.706,0.775,0.645
76:27:06,2573,42.88333333,0.706,0.776,0.644
76:27:07,2574,42.9,0.707,0.775,0.644
76:27:08,2575,42.91666667,0.706,0.773,0.644
76:27:09,2576,42.93333333,0.706,0.772,0.644
76:27:10,2577,42.95,0.707,0.774,0.644
76:27:11,2578,42.96666667,0.706,0.773,0.643
76:27:12,2579,42.98333333,0.706,0.774,0.645
76:27:13,2580,43,0.706,0.774,0.643
76:27:14,2581,43.01666667,0.706,0.774,0.644
76:27:15,2582,43.03333333,0.705,0.773,0.644
76:27:16,2583,43.05,0.706,0.774,0.644
76:27:17,2584,43.06666667,0.706,0.774,0.643
76:27:18,2585,43.08333333,0.705,0.773,0.645
76:27:19,2586,43.1,0.705,0.774,0.643
76:27:20,2587,43.11666667,0.706,0.773,0.644
76:27:21,2588,43.13333333,0.704,0.773,0.644
76:27:22,2589,43.15,0.706,0.774,0.644
76:27:23,2590,43.16666667,0.706,0.775,0.643
76:27:24,2591,43.18333333,0.705,0.773,0.643
76:27:25,2592,43.2,0.705,0.775,0.643
76:27:26,2593,43.21666667,0.706,0.773,0.642
76:27:27,2594,43.23333333,0.704,0.774,0.644
76:27:28,2595,43.25,0.705,0.774,0.643
76:27:29,2596,43.26666667,0.706,0.774,0.643
76:27:30,2597,43.28333333,0.705,0.772,0.643
76:27:31,2598,43.3,0.705,0.774,0.644
76:27:32,2599,43.31666667,0.706,0.774,0.642
76:27:33,2600,43.33333333,0.705,0.773,0.644
76:27:34,2601,43.35,0.705,0.774,0.643
76:27:35,2602,43.36666667,0.706,0.775,0.643
76:27:36,2603,43.38333333,0.705,0.775,0.642
76:27:37,2604,43.4,0.705,0.776,0.644
76:27:38,2605,43.41666667,0.705,0.776,0.642
76:27:39,2606,43.43333333,0.705,0.774,0.643
76:27:40,2607,43.45,0.704,0.776,0.643
76:27:41,2608,43.46666667,0.705,0.775,0.643
76:27:42,2609,43.48333333,0.704,0.774,0.643
76:27:43,2610,43.5,0.704,0.774,0.643
76:27:44,2611,43.51666667,0.705,0.775,0.642
76:27:45,2612,43.53333333,0.704,0.774,0.642
76:27:46,2613,43.55,0.704,0.776,0.643
76:27:47,2614,43.56666667,0.704,0.776,0.642
76:27:48,2615,43.58333333,0.705,0.776,0.643
76:27:49,2616,43.6,0.704,0.775,0.642
76:27:50,2617,43.61666667,0.705,0.777,0.643
76:27:51,2618,43.63333333,0.704,0.777,0.641
76:27:52,2619,43.65,0.704,0.777,0.643
76:27:53,2620,43.66666667,0.704,0.778,0.642
76:27:54,2621,43.68333333,0.704,0.777,0.642
76:27:55,2622,43.7,0.703,0.776,0.641
76:27:56,2623,43.71666667,0.704,0.778,0.642
76:27:57,2624,43.73333333,0.704,0.779,0.641
76:27:58,2625,43.75,0.704,0.774,0.642
76:27:59,2626,43.76666667,0.703,0.774,0.642
76:28:00,2627,43.78333333,0.704,0.773,0.642
76:28:01,2628,43.8,0.703,0.771,0.642
76:28:02,2629,43.81666667,0.703,0.771,0.642
76:28:03,2630,43.83333333,0.703,0.773,0.642
76:28:04,2631,43.85,0.703,0.771,0.641
76:28:05,2632,43.86666667,0.703,0.773,0.642
76:28:06,2633,43.88333333,0.703,0.773,0.641
76:28:07,2634,43.9,0.704,0.772,0.642
76:28:08,2635,43.91666667,0.703,0.773,0.641
76:28:09,2636,43.93333333,0.703,0.774,0.641
76:28:10,2637,43.95,0.703,0.773,0.64
76:28:11,2638,43.96666667,0.702,0.773,0.642
76:28:12,2639,43.98333333,0.702,0.775,0.641
76:28:13,2640,44,0.703,0.775,0.641
76:28:14,2641,44.01666667,0.702,0.774,0.64
76:28:15,2642,44.03333333,0.703,0.775,0.641
76:28:16,2643,44.05,0.703,0.775,0.64
76:28:17,2644,44.06666667,0.702,0.773,0.641
76:28:18,2645,44.08333333,0.702,0.775,0.641
76:28:19,2646,44.1,0.703,0.772,0.64
76:28:20,2647,44.11666667,0.702,0.771,0.641
76:28:21,2648,44.13333333,0.702,0.771,0.64
76:28:22,2649,44.15,0.702,0.77,0.641
76:28:23,2650,44.16666667,0.701,0.769,0.64
76:28:24,2651,44.18333333,0.702,0.77,0.641
76:28:25,2652,44.2,0.702,0.77,0.639
76:28:26,2653,44.21666667,0.701,0.77,0.641
76:28:27,2654,44.23333333,0.701,0.771,0.64
76:28:28,2655,44.25,0.702,0.77,0.64
76:28:29,2656,44.26666667,0.7,0.77,0.64
76:28:30,2657,44.28333333,0.702,0.771,0.64
76:28:31,2658,44.3,0.702,0.772,0.639
76:28:32,2659,44.31666667,0.701,0.771,0.64
76:28:33,2660,44.33333333,0.701,0.773,0.639
76:28:34,2661,44.35,0.702,0.77,0.64
76:28:35,2662,44.36666667,0.7,0.771,0.641
76:28:36,2663,44.38333333,0.702,0.772,0.64
76:28:37,2664,44.4,0.701,0.771,0.64
76:28:38,2665,44.41666667,0.701,0.769,0.64
76:28:39,2666,44.43333333,0.701,0.771,0.64
76:28:40,2667,44.45,0.702,0.77,0.639
76:28:41,2668,44.46666667,0.701,0.771,0.64
76:28:42,2669,44.48333333,0.701,0.772,0.639
76:28:43,2670,44.5,0.702,0.772,0.64
76:28:44,2671,44.51666667,0.701,0.772,0.64
76:28:45,2672,44.53333333,0.702,0.773,0.641
76:28:46,2673,44.55,0.702,0.774,0.64
76:28:47,2674,44.56666667,0.701,0.774,0.64
76:28:48,2675,44.58333333,0.701,0.776,0.64
76:28:49,2676,44.6,0.703,0.776,0.64
76:28:50,2677,44.61666667,0.701,0.776,0.64
76:28:51,2678,44.63333333,0.701,0.775,0.641
76:28:52,2679,44.65,0.701,0.776,0.639
76:28:53,2680,44.66666667,0.701,0.772,0.639
76:28:54,2681,44.68333333,0.7,0.772,0.64
76:28:55,2682,44.7,0.701,0.771,0.639
76:28:56,2683,44.71666667,0.7,0.771,0.639
76:28:57,2684,44.73333333,0.7,0.769,0.639
76:28:58,2685,44.75,0.7,0.771,0.64
76:28:59,2686,44.76666667,0.7,0.77,0.639
76:29:00,2687,44.78333333,0.7,0.769,0.64
76:29:01,2688,44.8,0.7,0.77,0.639
76:29:02,2689,44.81666667,0.7,0.771,0.639
76:29:03,2690,44.83333333,0.699,0.77,0.639
76:29:04,2691,44.85,0.7,0.77,0.64
76:29:05,2692,44.86666667,0.7,0.771,0.638
76:29:06,2693,44.88333333,0.7,0.769,0.639
76:29:07,2694,44.9,0.699,0.771,0.639
76:29:08,2695,44.91666667,0.7,0.77,0.639
76:29:09,2696,44.93333333,0.699,0.77,0.638
76:29:10,2697,44.95,0.7,0.769,0.639
76:29:11,2698,44.96666667,0.699,0.77,0.638
76:29:12,2699,44.98333333,0.699,0.767,0.638
76:29:13,2700,45,0.698,0.768,0.639
76:29:14,2701,45.01666667,0.7,0.768,0.638
76:29:15,2702,45.03333333,0.699,0.769,0.639
76:29:16,2703,45.05,0.699,0.768,0.639
76:29:17,2704,45.06666667,0.699,0.77,0.639
76:29:18,2705,45.08333333,0.699,0.769,0.637
76:29:19,2706,45.1,0.699,0.768,0.639
76:29:20,2707,45.11666667,0.699,0.769,0.638
76:29:21,2708,45.13333333,0.7,0.77,0.638
76:29:22,2709,45.15,0.698,0.769,0.637
76:29:23,2710,45.16666667,0.699,0.77,0.639
76:29:24,2711,45.18333333,0.699,0.771,0.637
76:29:25,2712,45.2,0.699,0.77,0.638
76:29:26,2713,45.21666667,0.698,0.772,0.638
76:29:27,2714,45.23333333,0.699,0.773,0.638
76:29:28,2715,45.25,0.699,0.774,0.638
76:29:29,2716,45.26666667,0.699,0.773,0.639
76:29:30,2717,45.28333333,0.699,0.774,0.638
76:29:31,2718,45.3,0.699,0.772,0.638
76:29:32,2719,45.31666667,0.698,0.773,0.639
76:29:33,2720,45.33333333,0.699,0.774,0.638
76:29:34,2721,45.35,0.7,0.775,0.638
76:29:35,2722,45.36666667,0.698,0.771,0.638
76:29:36,2723,45.38333333,0.698,0.772,0.639
76:29:37,2724,45.4,0.699,0.772,0.637
76:29:38,2725,45.41666667,0.699,0.772,0.638
76:29:39,2726,45.43333333,0.698,0.772,0.637
76:29:40,2727,45.45,0.699,0.772,0.638
76:29:41,2728,45.46666667,0.698,0.772,0.637
76:29:42,2729,45.48333333,0.698,0.771,0.638
76:29:43,2730,45.5,0.698,0.773,0.637
76:29:44,2731,45.51666667,0.699,0.771,0.638
76:29:45,2732,45.53333333,0.698,0.771,0.637
76:29:46,2733,45.55,0.698,0.772,0.638
76:29:47,2734,45.56666667,0.698,0.773,0.637
76:29:48,2735,45.58333333,0.698,0.771,0.637
76:29:49,2736,45.6,0.697,0.771,0.638
76:29:50,2737,45.61666667,0.698,0.772,0.637
76:29:51,2738,45.63333333,0.698,0.771,0.637
76:29:52,2739,45.65,0.697,0.77,0.637
76:29:53,2740,45.66666667,0.697,0.772,0.638
76:29:54,2741,45.68333333,0.698,0.773,0.637
76:29:55,2742,45.7,0.698,0.772,0.638
76:29:56,2743,45.71666667,0.697,0.772,0.638
76:29:57,2744,45.73333333,0.698,0.773,0.638
76:29:58,2745,45.75,0.698,0.772,0.636
76:29:59,2746,45.76666667,0.697,0.771,0.637
76:30:00,2747,45.78333333,0.696,0.773,0.637
76:30:01,2748,45.8,0.698,0.773,0.637
76:30:02,2749,45.81666667,0.697,0.773,0.637
76:30:03,2750,45.83333333,0.696,0.773,0.637
76:30:04,2751,45.85,0.697,0.776,0.636
76:30:05,2752,45.86666667,0.697,0.773,0.636
76:30:06,2753,45.88333333,0.696,0.773,0.637
76:30:07,2754,45.9,0.697,0.773,0.636
76:30:08,2755,45.91666667,0.697,0.773,0.637
76:30:09,2756,45.93333333,0.696,0.773,0.636
76:30:10,2757,45.95,0.696,0.774,0.637
76:30:11,2758,45.96666667,0.697,0.775,0.636
76:30:12,2759,45.98333333,0.697,0.775,0.637
76:30:13,2760,46,0.696,0.774,0.636
76:30:14,2761,46.01666667,0.697,0.774,0.637
76:30:15,2762,46.03333333,0.697,0.774,0.636
76:30:16,2763,46.05,0.697,0.773,0.637
76:30:17,2764,46.06666667,0.696,0.775,0.636
76:30:18,2765,46.08333333,0.698,0.774,0.637
76:30:19,2766,46.1,0.696,0.774,0.636
76:30:20,2767,46.11666667,0.696,0.773,0.637
76:30:21,2768,46.13333333,0.696,0.775,0.636
76:30:22,2769,46.15,0.696,0.774,0.636
76:30:23,2770,46.16666667,0.696,0.774,0.636
76:30:24,2771,46.18333333,0.696,0.775,0.636
76:30:25,2772,46.2,0.697,0.775,0.636
76:30:26,2773,46.21666667,0.696,0.773,0.636
76:30:27,2774,46.23333333,0.695,0.775,0.637
76:30:28,2775,46.25,0.697,0.776,0.636
76:30:29,2776,46.26666667,0.696,0.775,0.637
76:30:30,2777,46.28333333,0.695,0.775,0.636
76:30:31,2778,46.3,0.696,0.775,0.637
76:30:32,2779,46.31666667,0.695,0.774,0.635
76:30:33,2780,46.33333333,0.695,0.773,0.637
76:30:34,2781,46.35,0.696,0.774,0.635
76:30:35,2782,46.36666667,0.696,0.772,0.636
76:30:36,2783,46.38333333,0.695,0.771,0.635
76:30:37,2784,46.4,0.696,0.771,0.636
76:30:38,2785,46.41666667,0.696,0.772,0.635
76:30:39,2786,46.43333333,0.695,0.769,0.636
76:30:40,2787,46.45,0.695,0.772,0.635
76:30:41,2788,46.46666667,0.696,0.772,0.635
76:30:42,2789,46.48333333,0.695,0.772,0.636
76:30:43,2790,46.5,0.695,0.772,0.636
76:30:44,2791,46.51666667,0.695,0.774,0.636
76:30:45,2792,46.53333333,0.695,0.773,0.635
76:30:46,2793,46.55,0.694,0.773,0.636
76:30:47,2794,46.56666667,0.695,0.773,0.635
76:30:48,2795,46.58333333,0.695,0.772,0.635
76:30:49,2796,46.6,0.695,0.772,0.634
76:30:50,2797,46.61666667,0.695,0.773,0.636
76:30:51,2798,46.63333333,0.696,0.773,0.634
76:30:52,2799,46.65,0.695,0.772,0.636
76:30:53,2800,46.66666667,0.694,0.773,0.635
76:30:54,2801,46.68333333,0.695,0.773,0.636
76:30:55,2802,46.7,0.694,0.773,0.635
76:30:56,2803,46.71666667,0.694,0.772,0.636
76:30:57,2804,46.73333333,0.694,0.774,0.634
76:30:58,2805,46.75,0.695,0.773,0.634
76:30:59,2806,46.76666667,0.694,0.772,0.635
76:31:00,2807,46.78333333,0.694,0.772,0.634
76:31:01,2808,46.8,0.694,0.773,0.635
76:31:02,2809,46.81666667,0.694,0.771,0.634
76:31:03,2810,46.83333333,0.693,0.773,0.635
76:31:04,2811,46.85,0.694,0.772,0.634
76:31:05,2812,46.86666667,0.694,0.772,0.635
76:31:06,2813,46.88333333,0.693,0.772,0.634
76:31:07,2814,46.9,0.694,0.771,0.635
76:31:08,2815,46.91666667,0.693,0.771,0.633
76:31:09,2816,46.93333333,0.693,0.771,0.635
76:31:10,2817,46.95,0.693,0.773,0.633
76:31:11,2818,46.96666667,0.694,0.772,0.634
76:31:12,2819,46.98333333,0.693,0.771,0.634
76:31:13,2820,47,0.694,0.772,0.635
76:31:14,2821,47.01666667,0.694,0.773,0.633
76:31:15,2822,47.03333333,0.693,0.77,0.634
76:31:16,2823,47.05,0.692,0.771,0.635
76:31:17,2824,47.06666667,0.693,0.771,0.634
76:31:18,2825,47.08333333,0.693,0.771,0.634
76:31:19,2826,47.1,0.692,0.77,0.634
76:31:20,2827,47.11666667,0.693,0.773,0.634
76:31:21,2828,47.13333333,0.693,0.773,0.633
76:31:22,2829,47.15,0.693,0.772,0.635
76:31:23,2830,47.16666667,0.693,0.774,0.634
76:31:24,2831,47.18333333,0.694,0.774,0.635
76:31:25,2832,47.2,0.692,0.772,0.633
76:31:26,2833,47.21666667,0.693,0.774,0.635
76:31:27,2834,47.23333333,0.694,0.774,0.633
76:31:28,2835,47.25,0.693,0.772,0.635
76:31:29,2836,47.26666667,0.692,0.772,0.634
76:31:30,2837,47.28333333,0.693,0.771,0.634
76:31:31,2838,47.3,0.692,0.77,0.634
76:31:32,2839,47.31666667,0.692,0.769,0.634
76:31:33,2840,47.33333333,0.692,0.771,0.633
76:31:34,2841,47.35,0.692,0.768,0.634
76:31:35,2842,47.36666667,0.691,0.769,0.635
76:31:36,2843,47.38333333,0.692,0.769,0.633
76:31:37,2844,47.4,0.692,0.768,0.634
76:31:38,2845,47.41666667,0.691,0.766,0.634
76:31:39,2846,47.43333333,0.692,0.768,0.634
76:31:40,2847,47.45,0.692,0.768,0.633
76:31:41,2848,47.46666667,0.692,0.767,0.634
76:31:42,2849,47.48333333,0.691,0.768,0.633
76:31:43,2850,47.5,0.692,0.767,0.634
76:31:44,2851,47.51666667,0.691,0.766,0.633
76:31:45,2852,47.53333333,0.691,0.766,0.634
76:31:46,2853,47.55,0.691,0.768,0.632
76:31:47,2854,47.56666667,0.692,0.767,0.633
76:31:48,2855,47.58333333,0.691,0.767,0.633
76:31:49,2856,47.6,0.691,0.767,0.634
76:31:50,2857,47.61666667,0.691,0.769,0.633
76:31:51,2858,47.63333333,0.691,0.767,0.634
76:31:52,2859,47.65,0.689,0.768,0.634
76:31:53,2860,47.66666667,0.691,0.769,0.633
76:31:54,2861,47.68333333,0.691,0.768,0.633
76:31:55,2862,47.7,0.69,0.767,0.634
76:31:56,2863,47.71666667,0.69,0.769,0.634
76:31:57,2864,47.73333333,0.691,0.769,0.633
76:31:58,2865,47.75,0.691,0.77,0.633
76:31:59,2866,47.76666667,0.69,0.77,0.633
76:32:00,2867,47.78333333,0.691,0.769,0.633
76:32:01,2868,47.8,0.691,0.768,0.632
76:32:02,2869,47.81666667,0.69,0.766,0.633
76:32:03,2870,47.83333333,0.69,0.768,0.632
76:32:04,2871,47.85,0.691,0.767,0.633
76:32:05,2872,47.86666667,0.69,0.767,0.632
76:32:06,2873,47.88333333,0.69,0.767,0.633
76:32:07,2874,47.9,0.69,0.768,0.632
76:32:08,2875,47.91666667,0.691,0.766,0.633
76:32:09,2876,47.93333333,0.689,0.767,0.633
76:32:10,2877,47.95,0.69,0.767,0.632
76:32:11,2878,47.96666667,0.69,0.767,0.632
76:32:12,2879,47.98333333,0.69,0.766,0.633
76:32:13,2880,48,0.69,0.768,0.633
76:32:14,2881,48.01666667,0.691,0.768,0.632
76:32:15,2882,48.03333333,0.69,0.767,0.633
76:32:16,2883,48.05,0.69,0.767,0.632
76:32:17,2884,48.06666667,0.69,0.768,0.633
76:32:18,2885,48.08333333,0.689,0.767,0.631
76:32:19,2886,48.1,0.689,0.767,0.633
76:32:20,2887,48.11666667,0.69,0.768,0.631
76:32:21,2888,48.13333333,0.69,0.767,0.632
76:32:22,2889,48.15,0.688,0.767,0.632
76:32:23,2890,48.16666667,0.69,0.769,0.632
76:32:24,2891,48.18333333,0.689,0.769,0.631
76:32:25,2892,48.2,0.689,0.766,0.632
76:32:26,2893,48.21666667,0.688,0.767,0.631
76:32:27,2894,48.23333333,0.69,0.766,0.631
76:32:28,2895,48.25,0.689,0.765,0.632
76:32:29,2896,48.26666667,0.689,0.765,0.632
76:32:30,2897,48.28333333,0.689,0.766,0.632
76:32:31,2898,48.3,0.689,0.765,0.631
76:32:32,2899,48.31666667,0.688,0.765,0.633
76:32:33,2900,48.33333333,0.689,0.765,0.631
76:32:34,2901,48.35,0.689,0.765,0.632
76:32:35,2902,48.36666667,0.688,0.764,0.631
76:32:36,2903,48.38333333,0.689,0.766,0.632
76:32:37,2904,48.4,0.688,0.766,0.63
76:32:38,2905,48.41666667,0.689,0.765,0.632
76:32:39,2906,48.43333333,0.688,0.767,0.631
76:32:40,2907,48.45,0.689,0.766,0.631
76:32:41,2908,48.46666667,0.687,0.765,0.631
76:32:42,2909,48.48333333,0.687,0.766,0.631
76:32:43,2910,48.5,0.688,0.769,0.63
76:32:44,2911,48.51666667,0.688,0.767,0.631
76:32:45,2912,48.53333333,0.687,0.768,0.632
76:32:46,2913,48.55,0.688,0.767,0.631
76:32:47,2914,48.56666667,0.688,0.766,0.631
76:32:48,2915,48.58333333,0.687,0.763,0.631
76:32:49,2916,48.6,0.687,0.765,0.631
76:32:50,2917,48.61666667,0.688,0.764,0.63
76:32:51,2918,48.63333333,0.688,0.764,0.631
76:32:52,2919,48.65,0.687,0.765,0.63
76:32:53,2920,48.66666667,0.688,0.767,0.631
76:32:54,2921,48.68333333,0.687,0.767,0.629
76:32:55,2922,48.7,0.687,0.767,0.631
76:32:56,2923,48.71666667,0.687,0.77,0.629
76:32:57,2924,48.73333333,0.688,0.769,0.63
76:32:58,2925,48.75,0.687,0.768,0.63
76:32:59,2926,48.76666667,0.688,0.769,0.631
76:33:00,2927,48.78333333,0.687,0.771,0.629
76:33:01,2928,48.8,0.688,0.77,0.63
76:33:02,2929,48.81666667,0.686,0.77,0.63
76:33:03,2930,48.83333333,0.687,0.77,0.63
76:33:04,2931,48.85,0.687,0.77,0.63
76:33:05,2932,48.86666667,0.687,0.769,0.63
76:33:06,2933,48.88333333,0.686,0.769,0.63
76:33:07,2934,48.9,0.687,0.77,0.629
76:33:08,2935,48.91666667,0.688,0.77,0.631
76:33:09,2936,48.93333333,0.687,0.769,0.63
76:33:10,2937,48.95,0.686,0.769,0.631
76:33:11,2938,48.96666667,0.687,0.769,0.629
76:33:12,2939,48.98333333,0.688,0.77,0.631
76:33:13,2940,49,0.686,0.768,0.629
76:33:14,2941,49.01666667,0.686,0.768,0.63
76:33:15,2942,49.03333333,0.687,0.769,0.629
76:33:16,2943,49.05,0.687,0.767,0.629
76:33:17,2944,49.06666667,0.686,0.767,0.63
76:33:18,2945,49.08333333,0.686,0.767,0.63
76:33:19,2946,49.1,0.686,0.768,0.629
76:33:20,2947,49.11666667,0.687,0.767,0.63
76:33:21,2948,49.13333333,0.686,0.766,0.63
76:33:22,2949,49.15,0.686,0.767,0.629
76:33:23,2950,49.16666667,0.686,0.768,0.629
76:33:24,2951,49.18333333,0.686,0.767,0.628
76:33:25,2952,49.2,0.686,0.767,0.629
76:33:26,2953,49.21666667,0.686,0.768,0.629
76:33:27,2954,49.23333333,0.687,0.769,0.63
