"","Oxy Electrode 1 Last (V)","OxyElectrode 2 Last (V)","OxyElectrode 3 Last (V)"
"79:55:14","0.655","0.394","0.551"
"79:55:15","0.654","0.394","0.551"
"79:55:16","0.653","0.393","0.551"
"79:55:17","0.653","0.395","0.551"
"79:55:18","0.654","0.394","0.550"
"79:55:19","0.654","0.394","0.551"
"79:55:20","0.653","0.394","0.550"
"79:55:21","0.654","0.394","0.550"
"79:55:22","0.654","0.394","0.550"
"79:55:23","0.653","0.393","0.551"
"79:55:24","0.653","0.395","0.549"
"79:55:25","0.654","0.394","0.550"
"79:55:26","0.653","0.394","0.549"
"79:55:27","0.653","0.393","0.550"
"79:55:28","0.654","0.395","0.549"
"79:55:29","0.654","0.393","0.550"
"79:55:30","0.652","0.393","0.550"
"79:55:31","0.654","0.393","0.550"
"79:55:32","0.654","0.394","0.549"
"79:55:33","0.654","0.393","0.549"
"79:55:34","0.652","0.393","0.550"
"79:55:35","0.654","0.394","0.549"
"79:55:36","0.653","0.393","0.550"
"79:55:37","0.653","0.392","0.549"
"79:55:38","0.653","0.393","0.550"
"79:55:39","0.654","0.394","0.549"
"79:55:40","0.653","0.392","0.550"
"79:55:41","0.652","0.393","0.549"
"79:55:42","0.654","0.393","0.550"
"79:55:43","0.653","0.393","0.549"
"79:55:44","0.652","0.392","0.550"
"79:55:45","0.653","0.394","0.548"
"79:55:46","0.654","0.392","0.549"
"79:55:47","0.652","0.393","0.549"
"79:55:48","0.653","0.393","0.549"
"79:55:49","0.653","0.393","0.548"
"79:55:50","0.652","0.392","0.549"
"79:55:51","0.652","0.393","0.549"
"79:55:52","0.653","0.392","0.548"
"79:55:53","0.652","0.392","0.549"
"79:55:54","0.652","0.392","0.548"
"79:55:55","0.652","0.393","0.549"
"79:55:56","0.653","0.392","0.548"
"79:55:57","0.651","0.392","0.549"
"79:55:58","0.653","0.393","0.548"
"79:55:59","0.652","0.391","0.548"
"79:56:00","0.651","0.392","0.548"
"79:56:01","0.653","0.392","0.548"
"79:56:02","0.652","0.392","0.548"
"79:56:03","0.652","0.391","0.549"
"79:56:04","0.652","0.393","0.547"
"79:56:05","0.653","0.391","0.548"
"79:56:06","0.651","0.392","0.548"
"79:56:07","0.653","0.392","0.548"
"79:56:08","0.652","0.391","0.548"
"79:56:09","0.652","0.391","0.548"
"79:56:10","0.652","0.392","0.548"
"79:56:11","0.652","0.391","0.547"
"79:56:12","0.650","0.391","0.548"
"79:56:13","0.652","0.392","0.547"
"79:56:14","0.652","0.391","0.548"
"79:56:15","0.651","0.391","0.547"
"79:56:16","0.652","0.392","0.548"
"79:56:17","0.652","0.391","0.547"
"79:56:18","0.651","0.391","0.548"
"79:56:19","0.652","0.392","0.546"
"79:56:20","0.652","0.390","0.547"
"79:56:21","0.651","0.392","0.546"
"79:56:22","0.652","0.391","0.547"
"79:56:23","0.650","0.391","0.547"
"79:56:24","0.652","0.391","0.547"
"79:56:25","0.651","0.391","0.547"
"79:56:26","0.651","0.390","0.547"
"79:56:27","0.651","0.392","0.547"
"79:56:28","0.652","0.391","0.546"
"79:56:29","0.650","0.391","0.548"
"79:56:30","0.652","0.392","0.546"
"79:56:31","0.651","0.390","0.547"
"79:56:32","0.651","0.391","0.546"
"79:56:33","0.651","0.391","0.547"
"79:56:34","0.651","0.390","0.546"
"79:56:35","0.651","0.391","0.547"
"79:56:36","0.652","0.391","0.545"
"79:56:37","0.651","0.390","0.547"
"79:56:38","0.651","0.392","0.546"
"79:56:39","0.652","0.390","0.546"
"79:56:40","0.650","0.391","0.546"
"79:56:41","0.651","0.391","0.546"
"79:56:42","0.651","0.390","0.546"
"79:56:43","0.651","0.390","0.546"
"79:56:44","0.651","0.391","0.546"
"79:56:45","0.652","0.390","0.546"
"79:56:46","0.650","0.390","0.547"
"79:56:47","0.652","0.391","0.546"
"79:56:48","0.651","0.390","0.546"
"79:56:49","0.650","0.390","0.546"
"79:56:50","0.651","0.391","0.546"
"79:56:51","0.651","0.390","0.545"
"79:56:52","0.650","0.390","0.546"
"79:56:53","0.651","0.391","0.545"
"79:56:54","0.651","0.389","0.546"
"79:56:55","0.650","0.390","0.545"
"79:56:56","0.651","0.390","0.546"
"79:56:57","0.651","0.391","0.544"
"79:56:58","0.650","0.388","0.546"
"79:56:59","0.650","0.391","0.545"
"79:57:00","0.651","0.390","0.546"
"79:57:01","0.650","0.390","0.545"
"79:57:02","0.650","0.389","0.546"
"79:57:03","0.650","0.390","0.546"
"79:57:04","0.651","0.389","0.545"
"79:57:05","0.649","0.389","0.546"
"79:57:06","0.650","0.390","0.545"
"79:57:07","0.650","0.390","0.545"
"79:57:08","0.650","0.389","0.545"
"79:57:09","0.650","0.389","0.546"
"79:57:10","0.651","0.391","0.544"
"79:57:11","0.651","0.389","0.545"
"79:57:12","0.650","0.389","0.544"
"79:57:13","0.650","0.389","0.545"
"79:57:14","0.650","0.390","0.544"
"79:57:15","0.650","0.388","0.545"
"79:57:16","0.649","0.389","0.544"
"79:57:17","0.650","0.389","0.545"
"79:57:18","0.650","0.390","0.544"
"79:57:19","0.650","0.388","0.544"
"79:57:20","0.648","0.389","0.544"
"79:57:21","0.650","0.389","0.544"
"79:57:22","0.650","0.390","0.544"
"79:57:23","0.650","0.388","0.544"
"79:57:24","0.649","0.388","0.545"
"79:57:25","0.650","0.389","0.544"
"79:57:26","0.650","0.389","0.545"
"79:57:27","0.650","0.389","0.543"
"79:57:28","0.649","0.387","0.544"
"79:57:29","0.649","0.390","0.544"
"79:57:30","0.650","0.389","0.544"
"79:57:31","0.650","0.390","0.543"
"79:57:32","0.650","0.388","0.544"
"79:57:33","0.649","0.388","0.543"
"79:57:34","0.650","0.388","0.544"
"79:57:35","0.650","0.390","0.543"
"79:57:36","0.650","0.388","0.543"
"79:57:37","0.648","0.388","0.543"
"79:57:38","0.650","0.389","0.543"
"79:57:39","0.649","0.389","0.543"
"79:57:40","0.650","0.388","0.543"
"79:57:41","0.648","0.388","0.544"
"79:57:42","0.649","0.389","0.543"
"79:57:43","0.649","0.388","0.543"
"79:57:44","0.649","0.388","0.543"
"79:57:45","0.648","0.388","0.544"
"79:57:46","0.649","0.389","0.543"
"79:57:47","0.649","0.388","0.543"
"79:57:48","0.649","0.388","0.542"
"79:57:49","0.649","0.388","0.543"
"79:57:50","0.649","0.389","0.542"
"79:57:51","0.650","0.388","0.543"
"79:57:52","0.649","0.388","0.543"
"79:57:53","0.648","0.387","0.543"
"79:57:54","0.648","0.389","0.542"
"79:57:55","0.649","0.388","0.542"
"79:57:56","0.648","0.388","0.543"
"79:57:57","0.648","0.387","0.543"
"79:57:58","0.648","0.388","0.543"
"79:57:59","0.649","0.389","0.542"
"79:58:00","0.648","0.388","0.542"
"79:58:01","0.648","0.387","0.542"
"79:58:02","0.648","0.387","0.543"
"79:58:03","0.648","0.389","0.542"
"79:58:04","0.648","0.388","0.543"
"79:58:05","0.648","0.388","0.541"
"79:58:06","0.648","0.387","0.542"
"79:58:07","0.647","0.388","0.542"
"79:58:08","0.649","0.388","0.542"
"79:58:09","0.648","0.389","0.541"
"79:58:10","0.649","0.387","0.542"
"79:58:11","0.648","0.387","0.541"
"79:58:12","0.648","0.387","0.541"
"79:58:13","0.648","0.388","0.541"
"79:58:14","0.649","0.388","0.541"
"79:58:15","0.648","0.388","0.542"
"79:58:16","0.648","0.386","0.541"
"79:58:17","0.647","0.387","0.541"
"79:58:18","0.648","0.388","0.540"
"79:58:19","0.648","0.388","0.542"
"79:58:20","0.648","0.388","0.540"
"79:58:21","0.648","0.387","0.542"
"79:58:22","0.647","0.387","0.540"
"79:58:23","0.648","0.387","0.541"
"79:58:24","0.648","0.388","0.540"
"79:58:25","0.648","0.387","0.541"
"79:58:26","0.647","0.387","0.541"
"79:58:27","0.647","0.386","0.541"
"79:58:28","0.648","0.388","0.540"
"79:58:29","0.649","0.387","0.541"
"79:58:30","0.648","0.387","0.540"
"79:58:31","0.648","0.386","0.540"
"79:58:32","0.647","0.387","0.541"
"79:58:33","0.648","0.387","0.540"
"79:58:34","0.647","0.387","0.541"
"79:58:35","0.648","0.387","0.540"
"79:58:36","0.647","0.386","0.541"
"79:58:37","0.646","0.387","0.540"
"79:58:38","0.647","0.387","0.541"
"79:58:39","0.647","0.387","0.540"
"79:58:40","0.647","0.386","0.541"
"79:58:41","0.646","0.386","0.539"
"79:58:42","0.647","0.386","0.541"
"79:58:43","0.647","0.388","0.539"
"79:58:44","0.648","0.386","0.540"
"79:58:45","0.647","0.387","0.539"
"79:58:46","0.647","0.385","0.540"
"79:58:47","0.646","0.386","0.539"
"79:58:48","0.647","0.386","0.540"
"79:58:49","0.647","0.387","0.539"
"79:58:50","0.648","0.387","0.540"
"79:58:51","0.647","0.386","0.540"
"79:58:52","0.647","0.385","0.539"
"79:58:53","0.646","0.386","0.540"
"79:58:54","0.647","0.387","0.539"
"79:58:55","0.647","0.387","0.540"
"79:58:56","0.647","0.387","0.539"
"79:58:57","0.647","0.385","0.540"
"79:58:58","0.646","0.386","0.539"
"79:58:59","0.646","0.386","0.540"
"79:59:00","0.647","0.387","0.538"
"79:59:01","0.647","0.386","0.540"
"79:59:02","0.646","0.386","0.539"
"79:59:03","0.647","0.385","0.539"
"79:59:04","0.645","0.386","0.539"
"79:59:05","0.647","0.386","0.539"
"79:59:06","0.646","0.387","0.538"
"79:59:07","0.647","0.385","0.539"
"79:59:08","0.646","0.385","0.539"
"79:59:09","0.646","0.385","0.538"
"79:59:10","0.645","0.385","0.539"
"79:59:11","0.646","0.386","0.538"
"79:59:12","0.646","0.386","0.539"
"79:59:13","0.647","0.386","0.538"
"79:59:14","0.646","0.385","0.539"
"79:59:15","0.646","0.385","0.538"
"79:59:16","0.645","0.384","0.539"
"79:59:17","0.645","0.386","0.538"
"79:59:18","0.646","0.385","0.539"
"79:59:19","0.646","0.386","0.538"
"79:59:20","0.647","0.385","0.538"
"79:59:21","0.645","0.385","0.538"
"79:59:22","0.646","0.383","0.538"
"79:59:23","0.645","0.385","0.538"
"79:59:24","0.646","0.385","0.538"
"79:59:25","0.646","0.386","0.538"
"79:59:26","0.647","0.386","0.538"
"79:59:27","0.646","0.385","0.538"
"79:59:28","0.645","0.384","0.537"
"79:59:29","0.644","0.384","0.538"
"79:59:30","0.645","0.385","0.537"
"79:59:31","0.646","0.385","0.538"
"79:59:32","0.646","0.386","0.537"
"79:59:33","0.646","0.384","0.538"
"79:59:34","0.645","0.384","0.537"
"79:59:35","0.645","0.384","0.538"
"79:59:36","0.645","0.385","0.537"
"79:59:37","0.646","0.385","0.538"
"79:59:38","0.646","0.385","0.537"
"79:59:39","0.646","0.384","0.537"
"79:59:40","0.645","0.384","0.537"
"79:59:41","0.645","0.384","0.537"
"79:59:42","0.644","0.385","0.537"
"79:59:43","0.646","0.385","0.536"
"79:59:44","0.645","0.385","0.537"
"79:59:45","0.646","0.384","0.536"
"79:59:46","0.645","0.383","0.537"
"79:59:47","0.645","0.384","0.536"
"79:59:48","0.644","0.384","0.537"
"79:59:49","0.645","0.385","0.536"
"79:59:50","0.645","0.384","0.537"
"79:59:51","0.645","0.385","0.536"
"79:59:52","0.645","0.384","0.537"
"79:59:53","0.645","0.384","0.536"
"79:59:54","0.645","0.382","0.537"
"79:59:55","0.644","0.384","0.536"
"79:59:56","0.644","0.384","0.536"
"79:59:57","0.644","0.385","0.536"
"79:59:58","0.645","0.384","0.536"
"79:59:59","0.645","0.384","0.536"
"80:00:00","0.644","0.383","0.536"
"80:00:01","0.643","0.383","0.536"
"80:00:02","0.644","0.384","0.536"
"80:00:03","0.644","0.384","0.536"
"80:00:04","0.645","0.384","0.536"
"80:00:05","0.644","0.383","0.536"
"80:00:06","0.645","0.383","0.535"
"80:00:07","0.644","0.382","0.536"
"80:00:08","0.643","0.382","0.535"
"80:00:09","0.643","0.383","0.536"
"80:00:10","0.644","0.384","0.535"
"80:00:11","0.644","0.383","0.536"
"80:00:12","0.644","0.383","0.534"
"80:00:13","0.644","0.381","0.536"
"80:00:14","0.643","0.382","0.535"
"80:00:15","0.643","0.381","0.535"
"80:00:16","0.643","0.383","0.535"
"80:00:17","0.644","0.382","0.535"
"80:00:18","0.644","0.382","0.535"
"80:00:19","0.644","0.382","0.535"
"80:00:20","0.643","0.381","0.535"
"80:00:21","0.643","0.381","0.534"
"80:00:22","0.643","0.381","0.535"
"80:00:23","0.643","0.382","0.534"
"80:00:24","0.643","0.382","0.535"
"80:00:25","0.643","0.382","0.534"
"80:00:26","0.643","0.381","0.535"
"80:00:27","0.643","0.381","0.534"
"80:00:28","0.642","0.380","0.535"
"80:00:29","0.642","0.382","0.534"
"80:00:30","0.643","0.381","0.534"
"80:00:31","0.643","0.382","0.533"
"80:00:32","0.644","0.381","0.534"
"80:00:33","0.643","0.381","0.534"
"80:00:34","0.643","0.380","0.534"
"80:00:35","0.642","0.380","0.534"
"80:00:36","0.642","0.380","0.534"
"80:00:37","0.641","0.381","0.534"
"80:00:38","0.642","0.380","0.533"
"80:00:39","0.642","0.381","0.534"
"80:00:40","0.643","0.381","0.533"
"80:00:41","0.642","0.380","0.533"
"80:00:42","0.642","0.380","0.532"
"80:00:43","0.642","0.379","0.534"
"80:00:44","0.641","0.380","0.532"
"80:00:45","0.641","0.379","0.534"
"80:00:46","0.641","0.381","0.533"
"80:00:47","0.642","0.380","0.533"
"80:00:48","0.642","0.381","0.532"
"80:00:49","0.642","0.379","0.533"
"80:00:50","0.642","0.380","0.532"
"80:00:51","0.642","0.378","0.533"
"80:00:52","0.641","0.379","0.532"
"80:00:53","0.641","0.378","0.532"
"80:00:54","0.640","0.379","0.533"
"80:00:55","0.642","0.379","0.532"
"80:00:56","0.641","0.379","0.532"
"80:00:57","0.642","0.379","0.532"
"80:00:58","0.642","0.379","0.532"
"80:00:59","0.642","0.378","0.532"
"80:01:00","0.641","0.378","0.532"
"80:01:01","0.640","0.378","0.531"
"80:01:02","0.640","0.378","0.532"
"80:01:03","0.641","0.379","0.531"
"80:01:04","0.641","0.378","0.532"
"80:01:05","0.641","0.379","0.531"
"80:01:06","0.641","0.377","0.532"
"80:01:07","0.640","0.378","0.531"
"80:01:08","0.641","0.376","0.532"
"80:01:09","0.639","0.377","0.531"
"80:01:10","0.640","0.377","0.531"
"80:01:11","0.640","0.378","0.531"
"80:01:12","0.641","0.378","0.531"
"80:01:13","0.640","0.378","0.531"
"80:01:14","0.640","0.377","0.531"
"80:01:15","0.639","0.377","0.531"
"80:01:16","0.639","0.376","0.530"
"80:01:17","0.639","0.377","0.531"
"80:01:18","0.639","0.378","0.530"
"80:01:19","0.640","0.377","0.531"
"80:01:20","0.640","0.378","0.530"
"80:01:21","0.640","0.376","0.531"
"80:01:22","0.640","0.377","0.530"
"80:01:23","0.639","0.376","0.531"
"80:01:24","0.638","0.377","0.530"
"80:01:25","0.640","0.377","0.530"
"80:01:26","0.639","0.378","0.530"
"80:01:27","0.640","0.376","0.530"
"80:01:28","0.639","0.376","0.531"
"80:01:29","0.639","0.375","0.530"
"80:01:30","0.638","0.377","0.530"
"80:01:31","0.640","0.377","0.529"
"80:01:32","0.639","0.377","0.530"
"80:01:33","0.640","0.376","0.529"
"80:01:34","0.639","0.376","0.530"
"80:01:35","0.638","0.375","0.529"
"80:01:36","0.638","0.376","0.530"
"80:01:37","0.639","0.377","0.529"
"80:01:38","0.639","0.376","0.530"
"80:01:39","0.638","0.376","0.529"
"80:01:40","0.639","0.375","0.530"
"80:01:41","0.637","0.376","0.529"
"80:01:42","0.638","0.375","0.530"
"80:01:43","0.638","0.377","0.528"
"80:01:44","0.639","0.375","0.529"
"80:01:45","0.638","0.375","0.529"
"80:01:46","0.638","0.374","0.529"
"80:01:47","0.637","0.375","0.529"
"80:01:48","0.637","0.375","0.529"
"80:01:49","0.638","0.376","0.529"
"80:01:50","0.639","0.376","0.528"
"80:01:51","0.638","0.375","0.529"
"80:01:52","0.638","0.375","0.528"
"80:01:53","0.637","0.374","0.529"
"80:01:54","0.637","0.375","0.528"
"80:01:55","0.638","0.375","0.529"
"80:01:56","0.638","0.376","0.527"
"80:01:57","0.638","0.374","0.529"
"80:01:58","0.637","0.375","0.527"
"80:01:59","0.638","0.374","0.529"
"80:02:00","0.636","0.374","0.528"
"80:02:01","0.637","0.374","0.528"
"80:02:02","0.637","0.375","0.527"
"80:02:03","0.637","0.374","0.527"
"80:02:04","0.637","0.374","0.527"
"80:02:05","0.637","0.373","0.527"
"80:02:06","0.637","0.373","0.528"
"80:02:07","0.636","0.373","0.527"
"80:02:08","0.637","0.374","0.528"
"80:02:09","0.637","0.374","0.527"
"80:02:10","0.637","0.374","0.528"
"80:02:11","0.637","0.374","0.526"
"80:02:12","0.636","0.372","0.527"
"80:02:13","0.636","0.373","0.526"
"80:02:14","0.636","0.373","0.527"
"80:02:15","0.636","0.374","0.526"
"80:02:16","0.637","0.374","0.527"
"80:02:17","0.636","0.374","0.526"
"80:02:18","0.636","0.372","0.527"
"80:02:19","0.635","0.372","0.526"
"80:02:20","0.635","0.372","0.526"
"80:02:21","0.635","0.373","0.526"
"80:02:22","0.636","0.373","0.526"
"80:02:23","0.636","0.373","0.526"
"80:02:24","0.636","0.372","0.526"
"80:02:25","0.636","0.372","0.526"
"80:02:26","0.636","0.372","0.525"
"80:02:27","0.634","0.372","0.527"
"80:02:28","0.636","0.373","0.526"
"80:02:29","0.635","0.373","0.526"
"80:02:30","0.636","0.373","0.525"
"80:02:31","0.636","0.372","0.526"
"80:02:32","0.635","0.372","0.525"
"80:02:33","0.635","0.371","0.525"
"80:02:34","0.634","0.373","0.525"
"80:02:35","0.635","0.372","0.526"
"80:02:36","0.635","0.373","0.525"
"80:02:37","0.636","0.371","0.526"
"80:02:38","0.635","0.372","0.525"
"80:02:39","0.635","0.370","0.525"
"80:02:40","0.634","0.371","0.525"
"80:02:41","0.634","0.371","0.525"
"80:02:42","0.634","0.372","0.525"
"80:02:43","0.635","0.372","0.525"
"80:02:44","0.634","0.371","0.525"
"80:02:45","0.634","0.371","0.524"
"80:02:46","0.634","0.370","0.525"
"80:02:47","0.634","0.371","0.524"
"80:02:48","0.633","0.371","0.525"
"80:02:49","0.634","0.372","0.523"
"80:02:50","0.635","0.371","0.525"
"80:02:51","0.634","0.372","0.524"
"80:02:52","0.634","0.370","0.524"
"80:02:53","0.633","0.370","0.524"
"80:02:54","0.633","0.370","0.524"
"80:02:55","0.633","0.371","0.524"
"80:02:56","0.634","0.371","0.524"
"80:02:57","0.634","0.372","0.523"
"80:02:58","0.634","0.371","0.523"
"80:02:59","0.634","0.371","0.524"
"80:03:00","0.634","0.370","0.523"
"80:03:01","0.632","0.369","0.523"
"80:03:02","0.633","0.371","0.523"
"80:03:03","0.633","0.371","0.523"
"80:03:04","0.633","0.372","0.523"
"80:03:05","0.633","0.370","0.524"
"80:03:06","0.633","0.371","0.523"
"80:03:07","0.633","0.369","0.524"
"80:03:08","0.632","0.370","0.522"
"80:03:09","0.632","0.370","0.523"
"80:03:10","0.633","0.371","0.522"
"80:03:11","0.633","0.370","0.523"
"80:03:12","0.633","0.371","0.522"
"80:03:13","0.633","0.369","0.523"
"80:03:14","0.632","0.369","0.522"
"80:03:15","0.632","0.369","0.522"
"80:03:16","0.631","0.370","0.523"
"80:03:17","0.633","0.370","0.522"
"80:03:18","0.633","0.370","0.522"
"80:03:19","0.633","0.370","0.522"
"80:03:20","0.632","0.369","0.522"
"80:03:21","0.632","0.369","0.521"
"80:03:22","0.631","0.368","0.522"
"80:03:23","0.631","0.369","0.522"
"80:03:24","0.632","0.369","0.522"
"80:03:25","0.632","0.370","0.521"
"80:03:26","0.632","0.369","0.522"
"80:03:27","0.632","0.369","0.520"
"80:03:28","0.632","0.367","0.521"
"80:03:29","0.630","0.369","0.521"
"80:03:30","0.632","0.369","0.521"
"80:03:31","0.631","0.370","0.520"
"80:03:32","0.632","0.369","0.521"
"80:03:33","0.631","0.368","0.521"
"80:03:34","0.631","0.367","0.520"
"80:03:35","0.630","0.368","0.521"
"80:03:36","0.631","0.369","0.520"
"80:03:37","0.631","0.369","0.521"
"80:03:38","0.631","0.369","0.520"
"80:03:39","0.631","0.367","0.521"
"80:03:40","0.631","0.368","0.520"
"80:03:41","0.630","0.368","0.521"
"80:03:42","0.631","0.369","0.520"
"80:03:43","0.631","0.368","0.521"
"80:03:44","0.631","0.368","0.519"
"80:03:45","0.631","0.366","0.520"
"80:03:46","0.629","0.368","0.520"
"80:03:47","0.631","0.368","0.520"
"80:03:48","0.630","0.369","0.519"
"80:03:49","0.630","0.367","0.520"
"80:03:50","0.630","0.367","0.520"
"80:03:51","0.629","0.367","0.520"
"80:03:52","0.630","0.368","0.520"
"80:03:53","0.631","0.368","0.519"
"80:03:54","0.630","0.367","0.520"
"80:03:55","0.630","0.366","0.519"
"80:03:56","0.629","0.367","0.520"
"80:03:57","0.630","0.368","0.519"
"80:03:58","0.630","0.367","0.520"
"80:03:59","0.630","0.367","0.519"
"80:04:00","0.629","0.365","0.519"
"80:04:01","0.629","0.368","0.519"
"80:04:02","0.630","0.367","0.519"
"80:04:03","0.629","0.368","0.518"
"80:04:04","0.630","0.366","0.519"
"80:04:05","0.628","0.366","0.518"
"80:04:06","0.629","0.366","0.519"
"80:04:07","0.629","0.367","0.518"
"80:04:08","0.630","0.366","0.518"
"80:04:09","0.629","0.366","0.518"
"80:04:10","0.628","0.365","0.518"
"80:04:11","0.628","0.367","0.519"
"80:04:12","0.629","0.367","0.518"
"80:04:13","0.628","0.366","0.518"
"80:04:14","0.628","0.365","0.518"
"80:04:15","0.627","0.366","0.518"
"80:04:16","0.629","0.367","0.517"
"80:04:17","0.629","0.366","0.518"
"80:04:18","0.628","0.366","0.517"
"80:04:19","0.628","0.364","0.518"
"80:04:20","0.627","0.366","0.517"
"80:04:21","0.629","0.366","0.517"
"80:04:22","0.628","0.367","0.517"
"80:04:23","0.628","0.364","0.518"
"80:04:24","0.627","0.365","0.517"
"80:04:25","0.628","0.365","0.517"
"80:04:26","0.627","0.366","0.517"
"80:04:27","0.628","0.365","0.516"
"80:04:28","0.626","0.364","0.517"
"80:04:29","0.627","0.365","0.517"
"80:04:30","0.627","0.366","0.517"
"80:04:31","0.628","0.365","0.516"
"80:04:32","0.627","0.364","0.517"
"80:04:33","0.627","0.366","0.516"
"80:04:34","0.627","0.365","0.517"
"80:04:35","0.627","0.366","0.515"
"80:04:36","0.627","0.364","0.517"
"80:04:37","0.626","0.365","0.516"
"80:04:38","0.627","0.365","0.517"
"80:04:39","0.627","0.366","0.515"
"80:04:40","0.627","0.363","0.516"
"80:04:41","0.626","0.365","0.516"
"80:04:42","0.627","0.365","0.516"
"80:04:43","0.627","0.365","0.515"
"80:04:44","0.627","0.363","0.515"
"80:04:45","0.625","0.364","0.516"
"80:04:46","0.627","0.365","0.515"
"80:04:47","0.626","0.364","0.515"
"80:04:48","0.626","0.363","0.515"
"80:04:49","0.625","0.364","0.516"
"80:04:50","0.626","0.365","0.515"
"80:04:51","0.626","0.364","0.515"
"80:04:52","0.626","0.364","0.515"
"80:04:53","0.625","0.364","0.516"
"80:04:54","0.626","0.365","0.514"
"80:04:55","0.626","0.364","0.515"
"80:04:56","0.625","0.363","0.514"
"80:04:57","0.625","0.363","0.515"
"80:04:58","0.626","0.365","0.514"
"80:04:59","0.626","0.363","0.514"
"80:05:00","0.625","0.363","0.514"
"80:05:01","0.625","0.363","0.514"
"80:05:02","0.625","0.364","0.514"
"80:05:03","0.626","0.363","0.514"
"80:05:04","0.625","0.363","0.514"
"80:05:05","0.625","0.362","0.514"
"80:05:06","0.625","0.363","0.515"
"80:05:07","0.626","0.364","0.513"
"80:05:08","0.625","0.363","0.514"
"80:05:09","0.625","0.362","0.513"
"80:05:10","0.624","0.362","0.515"
"80:05:11","0.625","0.364","0.513"
"80:05:12","0.625","0.363","0.514"
"80:05:13","0.625","0.363","0.513"
"80:05:14","0.624","0.361","0.514"
"80:05:15","0.624","0.363","0.513"
"80:05:16","0.625","0.363","0.514"
"80:05:17","0.625","0.363","0.513"
"80:05:18","0.625","0.361","0.513"
"80:05:19","0.623","0.362","0.513"
"80:05:20","0.625","0.362","0.513"
"80:05:21","0.624","0.363","0.513"
"80:05:22","0.624","0.361","0.512"
"80:05:23","0.623","0.361","0.513"
"80:05:24","0.624","0.362","0.513"
"80:05:25","0.624","0.362","0.513"
"80:05:26","0.624","0.362","0.512"
"80:05:27","0.624","0.360","0.513"
"80:05:28","0.623","0.362","0.512"
"80:05:29","0.624","0.362","0.513"
"80:05:30","0.624","0.362","0.511"
"80:05:31","0.624","0.360","0.513"
"80:05:32","0.623","0.362","0.512"
"80:05:33","0.624","0.361","0.512"
"80:05:34","0.624","0.362","0.512"
"80:05:35","0.624","0.360","0.512"
"80:05:36","0.622","0.361","0.512"
"80:05:37","0.623","0.361","0.512"
"80:05:38","0.623","0.362","0.512"
"80:05:39","0.623","0.361","0.511"
"80:05:40","0.623","0.360","0.512"
"80:05:41","0.622","0.360","0.511"
"80:05:42","0.622","0.361","0.512"
"80:05:43","0.623","0.362","0.511"
"80:05:44","0.623","0.360","0.512"
"80:05:45","0.622","0.360","0.511"
"80:05:46","0.622","0.360","0.512"
"80:05:47","0.623","0.362","0.511"
"80:05:48","0.623","0.360","0.511"
"80:05:49","0.622","0.360","0.511"
"80:05:50","0.622","0.360","0.512"
"80:05:51","0.622","0.361","0.510"
"80:05:52","0.623","0.360","0.511"
"80:05:53","0.622","0.360","0.510"
"80:05:54","0.622","0.359","0.511"
"80:05:55","0.621","0.360","0.511"
"80:05:56","0.623","0.360","0.511"
"80:05:57","0.622","0.360","0.511"
"80:05:58","0.622","0.359","0.510"
"80:05:59","0.620","0.360","0.511"
"80:06:00","0.622","0.361","0.510"
"80:06:01","0.622","0.360","0.510"
"80:06:02","0.622","0.360","0.510"
"80:06:03","0.621","0.358","0.510"
"80:06:04","0.621","0.361","0.509"
"80:06:05","0.621","0.360","0.510"
"80:06:06","0.622","0.360","0.509"
"80:06:07","0.621","0.359","0.510"
"80:06:08","0.620","0.359","0.509"
"80:06:09","0.621","0.359","0.510"
"80:06:10","0.621","0.360","0.509"
"80:06:11","0.622","0.359","0.509"
"80:06:12","0.621","0.359","0.509"
"80:06:13","0.621","0.357","0.509"
"80:06:14","0.620","0.359","0.509"
"80:06:15","0.622","0.359","0.509"
"80:06:16","0.621","0.359","0.509"
"80:06:17","0.621","0.358","0.509"
"80:06:18","0.620","0.358","0.509"
"80:06:19","0.621","0.360","0.508"
"80:06:20","0.621","0.359","0.509"
"80:06:21","0.621","0.359","0.508"
"80:06:22","0.621","0.357","0.509"
"80:06:23","0.619","0.359","0.509"
"80:06:24","0.621","0.358","0.509"
"80:06:25","0.621","0.359","0.509"
"80:06:26","0.621","0.357","0.509"
"80:06:27","0.619","0.358","0.509"
"80:06:28","0.620","0.358","0.509"
"80:06:29","0.620","0.359","0.508"
"80:06:30","0.621","0.357","0.508"
"80:06:31","0.620","0.357","0.509"
"80:06:32","0.620","0.357","0.508"
"80:06:33","0.620","0.358","0.508"
"80:06:34","0.620","0.358","0.508"
"80:06:35","0.619","0.357","0.508"
"80:06:36","0.619","0.357","0.508"
"80:06:37","0.619","0.358","0.508"
"80:06:38","0.620","0.358","0.507"
"80:06:39","0.619","0.356","0.508"
"80:06:40","0.618","0.357","0.507"
"80:06:41","0.619","0.357","0.508"
"80:06:42","0.619","0.358","0.507"
"80:06:43","0.620","0.356","0.508"
"80:06:44","0.618","0.356","0.507"
"80:06:45","0.619","0.356","0.508"
"80:06:46","0.619","0.358","0.507"
"80:06:47","0.620","0.356","0.507"
"80:06:48","0.618","0.356","0.507"
"80:06:49","0.618","0.356","0.507"
"80:06:50","0.619","0.357","0.507"
