"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"163:54:38","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:39","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:54:40","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:41","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:42","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.62","0.62","0.62","0.62"
"163:54:43","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:54:44","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:45","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:54:46","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.62","0.62","0.62","0.62"
"163:54:47","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:54:48","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:49","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:54:50","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.62","0.62","0.62","0.62"
"163:54:51","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:52","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:53","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:54:54","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:55","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:56","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:57","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:54:58","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:54:59","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:00","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:01","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:02","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:03","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:04","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:05","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:06","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:07","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:08","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:09","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:10","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:11","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:12","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:13","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:14","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:15","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:16","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:17","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:18","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:19","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:20","0.69","0.69","0.69","0.69","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:21","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:22","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:23","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:24","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:25","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:26","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:27","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:28","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:29","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:30","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:31","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:32","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:33","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:34","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:35","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:36","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:37","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:38","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:39","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:40","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:41","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:42","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:43","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:44","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:45","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:46","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:47","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:48","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:49","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:50","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:51","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:52","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:53","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:54","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:55:55","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.61","0.61","0.61","0.61"
"163:55:56","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:55:57","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:55:58","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:55:59","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:00","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:01","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:56:02","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:56:03","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.58","0.58","0.58","0.58"
"163:56:04","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:05","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:06","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:56:07","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.56","0.56","0.56","0.56"
"163:56:08","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:56:09","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:10","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:56:11","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:56:12","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.57","0.57","0.57","0.57"
"163:56:13","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:56:14","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:15","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:16","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:17","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:18","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:56:19","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:20","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:21","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:22","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:23","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.59","0.59","0.59","0.59"
"163:56:24","0.68","0.68","0.68","0.68","0.44","0.44","0.44","0.44","0.60","0.60","0.60","0.60"
"163:56:25","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:26","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:27","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:28","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:29","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:30","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:31","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:32","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:33","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:34","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:35","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:36","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:37","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:38","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:39","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:40","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:41","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:42","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:43","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:44","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:45","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:46","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:47","0.68","0.68","0.68","0.68","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:48","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:49","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:50","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:51","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:52","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:56:53","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:54","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:55","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:56:56","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:56:57","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:56:58","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:56:59","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:00","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:57:01","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:02","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:03","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:04","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:05","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:06","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:07","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:08","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:09","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:57:10","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:11","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:12","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:13","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:14","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:57:15","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:16","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:17","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:18","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:19","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:20","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:21","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:22","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:23","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:24","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:25","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:26","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:27","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:28","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:29","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:30","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:31","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:32","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:33","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:34","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:35","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:36","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:37","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"163:57:38","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:39","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:40","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:41","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:42","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:43","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:44","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:45","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:46","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:47","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:48","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:49","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:50","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:51","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:57:52","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:53","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:57:54","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:55","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:57:56","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:57","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.55","0.55","0.55","0.55"
"163:57:58","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:57:59","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:58:00","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:58:01","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:58:02","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:58:03","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:58:04","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:58:05","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"163:58:06","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:07","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.56","0.56","0.56","0.56"
"163:58:08","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:58:09","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:58:10","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:11","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:12","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:13","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"163:58:14","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"163:58:15","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.56","0.56","0.56","0.56"
"163:58:16","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:17","0.67","0.67","0.67","0.67","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"163:58:18","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"163:58:19","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:20","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:21","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.56","0.56","0.56","0.56"
"163:58:22","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:23","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"163:58:24","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:25","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:26","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.56","0.56","0.56","0.56"
"163:58:27","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:28","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"163:58:29","0.67","0.67","0.67","0.67","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:30","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.56","0.56","0.56","0.56"
"163:58:31","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:32","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:33","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:34","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:35","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:36","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:37","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:38","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"163:58:39","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"163:58:40","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"163:58:41","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:42","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.55","0.55","0.55","0.55"
"163:58:43","0.66","0.66","0.66","0.66","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
