"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"191:36:48","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:49","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:50","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:51","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:36:52","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:36:53","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:54","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:55","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:56","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:36:57","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:36:58","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.21","0.21","0.21","0.21"
"191:36:59","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:00","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:01","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:02","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:03","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:04","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:05","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:06","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:07","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:08","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:09","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:10","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:11","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:12","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:13","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:14","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:15","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:16","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:17","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:18","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:19","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:20","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:21","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:22","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:23","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:24","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:25","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:26","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:27","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:28","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:29","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:30","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:31","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:32","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:33","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:34","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:35","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:36","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:37","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:38","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:39","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:40","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:41","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:42","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:43","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:44","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:45","0.02","0.02","0.02","0.02","0.05","0.05","0.05","0.05","0.20","0.20","0.20","0.20"
"191:37:46","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:47","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:48","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:49","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:50","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:51","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:52","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:53","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:54","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:55","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:56","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:57","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:58","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:37:59","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:38:00","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:38:01","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:38:02","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.20","0.20","0.20","0.20"
"191:38:03","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:04","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:05","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:06","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:07","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:08","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:09","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:10","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:11","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:12","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:13","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:14","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:15","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:16","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:17","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:18","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:19","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:20","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:21","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:22","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:23","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:24","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:25","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:26","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:27","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:28","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:29","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:30","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:31","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:32","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:33","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:34","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:35","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:36","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:37","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:38","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:39","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:40","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:41","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:42","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:43","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:44","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:45","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:46","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:47","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:48","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:49","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:50","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:51","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:52","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:53","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:54","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:55","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:56","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:57","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:58","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:38:59","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:00","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:01","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:02","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:03","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:04","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:05","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:06","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:07","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:08","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:09","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:10","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:11","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:12","0.02","0.02","0.02","0.02","0.04","0.04","0.04","0.04","0.19","0.19","0.19","0.19"
"191:39:13","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:14","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:15","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:16","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:17","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:18","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:19","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:20","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:21","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:22","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:23","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:24","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:25","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:26","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.19","0.19","0.19","0.19"
"191:39:27","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:28","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:29","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:30","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:31","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:32","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:33","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:34","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:35","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:36","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:37","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:38","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:39","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:40","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:41","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:42","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:43","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:44","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:45","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:46","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:47","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:48","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:49","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:50","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:51","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:52","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:53","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:54","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:55","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:56","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:57","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:58","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:39:59","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:00","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:03","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:04","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:05","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:06","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:07","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:08","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:09","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:10","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:11","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:12","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:13","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:14","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:15","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:16","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:17","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:18","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:19","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:20","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:21","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:22","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:23","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:24","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:25","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:26","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:27","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:28","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:29","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:30","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:31","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:32","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:33","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:34","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:35","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:36","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:37","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:38","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:39","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:40","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.18","0.18","0.18","0.18"
"191:40:41","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:42","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:43","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:44","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:45","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.18","0.18","0.18","0.18"
"191:40:46","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.18","0.18","0.18","0.18"
"191:40:47","0.01","0.01","0.01","0.01","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:48","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:49","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.18","0.18","0.18","0.18"
"191:40:50","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.18","0.18","0.18","0.18"
"191:40:51","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:52","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:53","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
