,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
197:26:39,4544,75.73333333,0.188,0.213,0.178
197:26:40,4545,75.75,0.188,0.212,0.179
197:26:41,4546,75.76666667,0.189,0.212,0.178
197:26:42,4547,75.78333333,0.189,0.212,0.178
197:26:43,4548,75.8,0.189,0.212,0.178
197:26:44,4549,75.81666667,0.187,0.213,0.178
197:26:45,4550,75.83333333,0.188,0.212,0.178
197:26:46,4551,75.85,0.188,0.211,0.178
197:26:47,4552,75.86666667,0.189,0.211,0.177
197:26:48,4553,75.88333333,0.188,0.211,0.177
197:26:49,4554,75.9,0.187,0.212,0.177
197:26:50,4555,75.91666667,0.187,0.212,0.177
197:26:51,4556,75.93333333,0.188,0.211,0.178
197:26:52,4557,75.95,0.189,0.211,0.177
197:26:53,4558,75.96666667,0.188,0.211,0.178
197:26:54,4559,75.98333333,0.188,0.211,0.178
197:26:55,4560,76,0.187,0.211,0.179
197:26:56,4561,76.01666667,0.188,0.21,0.179
197:26:57,4562,76.03333333,0.188,0.21,0.179
197:26:58,4563,76.05,0.189,0.21,0.178
197:26:59,4564,76.06666667,0.188,0.211,0.178
197:27:00,4565,76.08333333,0.187,0.211,0.178
197:27:01,4566,76.1,0.187,0.211,0.178
197:27:02,4567,76.11666667,0.188,0.211,0.177
197:27:03,4568,76.13333333,0.188,0.211,0.177
197:27:04,4569,76.15,0.188,0.211,0.177
197:27:05,4570,76.16666667,0.187,0.211,0.176
197:27:06,4571,76.18333333,0.186,0.212,0.176
197:27:07,4572,76.2,0.187,0.212,0.176
197:27:08,4573,76.21666667,0.188,0.211,0.176
197:27:09,4574,76.23333333,0.188,0.211,0.176
197:27:10,4575,76.25,0.187,0.211,0.176
197:27:11,4576,76.26666667,0.187,0.212,0.176
197:27:12,4577,76.28333333,0.186,0.212,0.177
197:27:13,4578,76.3,0.187,0.211,0.177
197:27:14,4579,76.31666667,0.188,0.211,0.178
197:27:15,4580,76.33333333,0.188,0.211,0.177
197:27:16,4581,76.35,0.187,0.211,0.179
197:27:17,4582,76.36666667,0.187,0.212,0.178
197:27:18,4583,76.38333333,0.186,0.212,0.178
197:27:19,4584,76.4,0.188,0.211,0.178
197:27:20,4585,76.41666667,0.188,0.211,0.178
197:27:21,4586,76.43333333,0.188,0.212,0.178
197:27:22,4587,76.45,0.187,0.213,0.178
197:27:23,4588,76.46666667,0.187,0.213,0.178
197:27:24,4589,76.48333333,0.188,0.212,0.177
197:27:25,4590,76.5,0.188,0.212,0.178
197:27:26,4591,76.51666667,0.188,0.212,0.177
197:27:27,4592,76.53333333,0.186,0.213,0.177
197:27:28,4593,76.55,0.187,0.213,0.176
197:27:29,4594,76.56666667,0.188,0.212,0.177
197:27:30,4595,76.58333333,0.188,0.212,0.176
197:27:31,4596,76.6,0.188,0.212,0.176
197:27:32,4597,76.61666667,0.187,0.213,0.176
197:27:33,4598,76.63333333,0.187,0.212,0.177
197:27:34,4599,76.65,0.188,0.212,0.177
197:27:35,4600,76.66666667,0.188,0.211,0.178
197:27:36,4601,76.68333333,0.189,0.211,0.178
197:27:37,4602,76.7,0.187,0.212,0.179
197:27:38,4603,76.71666667,0.187,0.213,0.178
197:27:39,4604,76.73333333,0.188,0.212,0.179
197:27:40,4605,76.75,0.189,0.212,0.178
197:27:41,4606,76.76666667,0.189,0.213,0.178
197:27:42,4607,76.78333333,0.188,0.213,0.178
197:27:43,4608,76.8,0.187,0.214,0.178
197:27:44,4609,76.81666667,0.187,0.213,0.178
197:27:45,4610,76.83333333,0.189,0.213,0.178
197:27:46,4611,76.85,0.189,0.213,0.178
197:27:47,4612,76.86666667,0.189,0.213,0.177
197:27:48,4613,76.88333333,0.187,0.214,0.177
197:27:49,4614,76.9,0.188,0.214,0.177
197:27:50,4615,76.91666667,0.189,0.213,0.177
197:27:51,4616,76.93333333,0.189,0.213,0.177
197:27:52,4617,76.95,0.188,0.213,0.177
197:27:53,4618,76.96666667,0.188,0.214,0.177
197:27:54,4619,76.98333333,0.189,0.213,0.179
197:27:55,4620,77,0.19,0.212,0.179
197:27:56,4621,77.01666667,0.19,0.212,0.18
197:27:57,4622,77.03333333,0.189,0.213,0.179
197:27:58,4623,77.05,0.189,0.214,0.18
197:27:59,4624,77.06666667,0.189,0.213,0.18
197:28:00,4625,77.08333333,0.19,0.213,0.18
197:28:01,4626,77.1,0.19,0.213,0.18
197:28:02,4627,77.11666667,0.189,0.214,0.179
197:28:03,4628,77.13333333,0.189,0.214,0.179
197:28:04,4629,77.15,0.19,0.213,0.179
197:28:05,4630,77.16666667,0.19,0.213,0.179
197:28:06,4631,77.18333333,0.191,0.213,0.178
197:28:07,4632,77.2,0.189,0.214,0.178
197:28:08,4633,77.21666667,0.19,0.214,0.177
197:28:09,4634,77.23333333,0.19,0.214,0.178
197:28:10,4635,77.25,0.191,0.214,0.178
197:28:11,4636,77.26666667,0.19,0.214,0.178
197:28:12,4637,77.28333333,0.19,0.215,0.179
197:28:13,4638,77.3,0.19,0.215,0.179
197:28:14,4639,77.31666667,0.191,0.214,0.18
197:28:15,4640,77.33333333,0.191,0.214,0.181
197:28:16,4641,77.35,0.191,0.214,0.181
197:28:17,4642,77.36666667,0.191,0.215,0.181
197:28:18,4643,77.38333333,0.19,0.215,0.181
197:28:19,4644,77.4,0.191,0.215,0.181
197:28:20,4645,77.41666667,0.191,0.215,0.181
197:28:21,4646,77.43333333,0.192,0.216,0.18
197:28:22,4647,77.45,0.191,0.216,0.181
197:28:23,4648,77.46666667,0.191,0.217,0.18
197:28:24,4649,77.48333333,0.19,0.217,0.18
197:28:25,4650,77.5,0.192,0.217,0.18
197:28:26,4651,77.51666667,0.192,0.217,0.18
197:28:27,4652,77.53333333,0.192,0.217,0.179
197:28:28,4653,77.55,0.191,0.217,0.179
197:28:29,4654,77.56666667,0.191,0.218,0.179
197:28:30,4655,77.58333333,0.191,0.218,0.179
197:28:31,4656,77.6,0.192,0.217,0.18
197:28:32,4657,77.61666667,0.192,0.217,0.18
197:28:33,4658,77.63333333,0.192,0.217,0.18
197:28:34,4659,77.65,0.191,0.217,0.181
197:28:35,4660,77.66666667,0.191,0.218,0.182
197:28:36,4661,77.68333333,0.192,0.218,0.182
197:28:37,4662,77.7,0.192,0.218,0.182
197:28:38,4663,77.71666667,0.193,0.218,0.182
197:28:39,4664,77.73333333,0.192,0.218,0.182
197:28:40,4665,77.75,0.192,0.219,0.182
197:28:41,4666,77.76666667,0.191,0.218,0.182
197:28:42,4667,77.78333333,0.193,0.218,0.182
197:28:43,4668,77.8,0.193,0.219,0.182
197:28:44,4669,77.81666667,0.193,0.219,0.181
197:28:45,4670,77.83333333,0.191,0.22,0.182
197:28:46,4671,77.85,0.192,0.22,0.18
197:28:47,4672,77.86666667,0.193,0.219,0.181
197:28:48,4673,77.88333333,0.193,0.219,0.18
197:28:49,4674,77.9,0.193,0.22,0.181
197:28:50,4675,77.91666667,0.192,0.22,0.18
197:28:51,4676,77.93333333,0.192,0.22,0.181
197:28:52,4677,77.95,0.193,0.22,0.181
197:28:53,4678,77.96666667,0.194,0.22,0.181
197:28:54,4679,77.98333333,0.194,0.22,0.182
197:28:55,4680,78,0.193,0.221,0.182
197:28:56,4681,78.01666667,0.192,0.222,0.183
197:28:57,4682,78.03333333,0.193,0.221,0.183
197:28:58,4683,78.05,0.194,0.221,0.184
197:28:59,4684,78.06666667,0.194,0.221,0.183
197:29:00,4685,78.08333333,0.193,0.221,0.183
197:29:01,4686,78.1,0.193,0.222,0.183
197:29:02,4687,78.11666667,0.193,0.222,0.183
197:29:03,4688,78.13333333,0.195,0.221,0.183
197:29:04,4689,78.15,0.195,0.221,0.182
197:29:05,4690,78.16666667,0.194,0.221,0.182
197:29:06,4691,78.18333333,0.193,0.222,0.182
197:29:07,4692,78.2,0.194,0.222,0.181
197:29:08,4693,78.21666667,0.194,0.221,0.182
197:29:09,4694,78.23333333,0.195,0.221,0.181
197:29:10,4695,78.25,0.195,0.222,0.181
197:29:11,4696,78.26666667,0.194,0.223,0.182
197:29:12,4697,78.28333333,0.194,0.223,0.182
197:29:13,4698,78.3,0.194,0.222,0.183
197:29:14,4699,78.31666667,0.195,0.222,0.183
197:29:15,4700,78.33333333,0.195,0.222,0.184
197:29:16,4701,78.35,0.194,0.222,0.184
197:29:17,4702,78.36666667,0.194,0.222,0.185
197:29:18,4703,78.38333333,0.195,0.222,0.184
197:29:19,4704,78.4,0.195,0.221,0.185
197:29:20,4705,78.41666667,0.196,0.222,0.184
197:29:21,4706,78.43333333,0.195,0.222,0.184
197:29:22,4707,78.45,0.195,0.223,0.184
197:29:23,4708,78.46666667,0.195,0.223,0.184
197:29:24,4709,78.48333333,0.195,0.222,0.184
197:29:25,4710,78.5,0.196,0.222,0.184
197:29:26,4711,78.51666667,0.196,0.222,0.183
197:29:27,4712,78.53333333,0.196,0.222,0.183
197:29:28,4713,78.55,0.195,0.223,0.183
197:29:29,4714,78.56666667,0.196,0.223,0.183
197:29:30,4715,78.58333333,0.196,0.222,0.184
197:29:31,4716,78.6,0.197,0.223,0.184
197:29:32,4717,78.61666667,0.197,0.223,0.184
197:29:33,4718,78.63333333,0.197,0.223,0.184
197:29:34,4719,78.65,0.195,0.224,0.185
197:29:35,4720,78.66666667,0.196,0.224,0.184
197:29:36,4721,78.68333333,0.197,0.223,0.186
197:29:37,4722,78.7,0.197,0.223,0.186
197:29:38,4723,78.71666667,0.196,0.223,0.186
197:29:39,4724,78.73333333,0.196,0.224,0.185
197:29:40,4725,78.75,0.196,0.224,0.186
197:29:41,4726,78.76666667,0.197,0.224,0.186
197:29:42,4727,78.78333333,0.198,0.224,0.185
197:29:43,4728,78.8,0.197,0.224,0.185
197:29:44,4729,78.81666667,0.197,0.225,0.185
197:29:45,4730,78.83333333,0.196,0.225,0.185
197:29:46,4731,78.85,0.197,0.224,0.185
197:29:47,4732,78.86666667,0.198,0.224,0.185
197:29:48,4733,78.88333333,0.198,0.224,0.184
197:29:49,4734,78.9,0.197,0.224,0.184
197:29:50,4735,78.91666667,0.197,0.225,0.183
197:29:51,4736,78.93333333,0.197,0.225,0.184
197:29:52,4737,78.95,0.199,0.224,0.184
197:29:53,4738,78.96666667,0.198,0.225,0.185
197:29:54,4739,78.98333333,0.198,0.225,0.185
197:29:55,4740,79,0.197,0.226,0.186
197:29:56,4741,79.01666667,0.198,0.227,0.186
197:29:57,4742,79.03333333,0.198,0.226,0.187
197:29:58,4743,79.05,0.199,0.226,0.187
197:29:59,4744,79.06666667,0.198,0.226,0.187
197:30:00,4745,79.08333333,0.198,0.227,0.187
197:30:01,4746,79.1,0.198,0.226,0.187
197:30:02,4747,79.11666667,0.198,0.226,0.187
197:30:03,4748,79.13333333,0.199,0.226,0.186
197:30:04,4749,79.15,0.199,0.226,0.187
197:30:05,4750,79.16666667,0.198,0.226,0.186
197:30:06,4751,79.18333333,0.198,0.226,0.186
197:30:07,4752,79.2,0.199,0.226,0.186
197:30:08,4753,79.21666667,0.2,0.226,0.186
197:30:09,4754,79.23333333,0.2,0.226,0.185
197:30:10,4755,79.25,0.199,0.226,0.186
197:30:11,4756,79.26666667,0.199,0.227,0.185
197:30:12,4757,79.28333333,0.198,0.227,0.186
197:30:13,4758,79.3,0.2,0.226,0.186
197:30:14,4759,79.31666667,0.2,0.226,0.187
197:30:15,4760,79.33333333,0.2,0.225,0.187
197:30:16,4761,79.35,0.199,0.227,0.188
197:30:17,4762,79.36666667,0.199,0.227,0.188
197:30:18,4763,79.38333333,0.2,0.227,0.189
197:30:19,4764,79.4,0.201,0.227,0.189
197:30:20,4765,79.41666667,0.201,0.228,0.189
197:30:21,4766,79.43333333,0.2,0.228,0.188
197:30:22,4767,79.45,0.2,0.229,0.188
197:30:23,4768,79.46666667,0.2,0.229,0.188
197:30:24,4769,79.48333333,0.201,0.228,0.188
197:30:25,4770,79.5,0.201,0.229,0.188
197:30:26,4771,79.51666667,0.201,0.229,0.187
197:30:27,4772,79.53333333,0.201,0.229,0.188
197:30:28,4773,79.55,0.2,0.23,0.186
197:30:29,4774,79.56666667,0.2,0.23,0.187
197:30:30,4775,79.58333333,0.201,0.229,0.187
197:30:31,4776,79.6,0.201,0.229,0.188
197:30:32,4777,79.61666667,0.202,0.229,0.187
197:30:33,4778,79.63333333,0.201,0.229,0.188
197:30:34,4779,79.65,0.201,0.23,0.188
197:30:35,4780,79.66666667,0.2,0.23,0.189
197:30:36,4781,79.68333333,0.202,0.229,0.19
197:30:37,4782,79.7,0.202,0.23,0.19
197:30:38,4783,79.71666667,0.202,0.23,0.19
197:30:39,4784,79.73333333,0.202,0.23,0.19
197:30:40,4785,79.75,0.201,0.23,0.19
197:30:41,4786,79.76666667,0.202,0.23,0.19
197:30:42,4787,79.78333333,0.202,0.229,0.19
197:30:43,4788,79.8,0.203,0.229,0.19
197:30:44,4789,79.81666667,0.202,0.23,0.19
197:30:45,4790,79.83333333,0.202,0.23,0.189
197:30:46,4791,79.85,0.202,0.231,0.189
197:30:47,4792,79.86666667,0.202,0.231,0.189
197:30:48,4793,79.88333333,0.203,0.231,0.189
197:30:49,4794,79.9,0.203,0.23,0.188
197:30:50,4795,79.91666667,0.203,0.23,0.188
197:30:51,4796,79.93333333,0.202,0.231,0.188
197:30:52,4797,79.95,0.202,0.232,0.189
197:30:53,4798,79.96666667,0.203,0.232,0.189
197:30:54,4799,79.98333333,0.203,0.231,0.19
197:30:55,4800,80,0.204,0.231,0.19
197:30:56,4801,80.01666667,0.204,0.232,0.191
197:30:57,4802,80.03333333,0.203,0.233,0.191
197:30:58,4803,80.05,0.203,0.233,0.191
197:30:59,4804,80.06666667,0.203,0.232,0.191
197:31:00,4805,80.08333333,0.204,0.232,0.191
197:31:01,4806,80.1,0.204,0.233,0.191
197:31:02,4807,80.11666667,0.204,0.233,0.19
197:31:03,4808,80.13333333,0.203,0.234,0.19
197:31:04,4809,80.15,0.203,0.234,0.19
197:31:05,4810,80.16666667,0.203,0.233,0.191
197:31:06,4811,80.18333333,0.205,0.233,0.19
197:31:07,4812,80.2,0.204,0.233,0.19
197:31:08,4813,80.21666667,0.204,0.234,0.189
197:31:09,4814,80.23333333,0.203,0.234,0.189
197:31:10,4815,80.25,0.204,0.234,0.189
197:31:11,4816,80.26666667,0.204,0.233,0.189
197:31:12,4817,80.28333333,0.205,0.233,0.189
197:31:13,4818,80.3,0.205,0.233,0.19
197:31:14,4819,80.31666667,0.204,0.234,0.19
197:31:15,4820,80.33333333,0.204,0.234,0.191
197:31:16,4821,80.35,0.204,0.234,0.192
197:31:17,4822,80.36666667,0.205,0.234,0.192
197:31:18,4823,80.38333333,0.205,0.234,0.193
197:31:19,4824,80.4,0.206,0.234,0.192
197:31:20,4825,80.41666667,0.204,0.235,0.192
197:31:21,4826,80.43333333,0.205,0.235,0.192
197:31:22,4827,80.45,0.205,0.235,0.192
197:31:23,4828,80.46666667,0.206,0.235,0.192
197:31:24,4829,80.48333333,0.206,0.235,0.192
197:31:25,4830,80.5,0.205,0.236,0.191
197:31:26,4831,80.51666667,0.204,0.236,0.192
197:31:27,4832,80.53333333,0.205,0.236,0.191
197:31:28,4833,80.55,0.206,0.235,0.191
197:31:29,4834,80.56666667,0.206,0.235,0.191
197:31:30,4835,80.58333333,0.206,0.235,0.191
197:31:31,4836,80.6,0.205,0.235,0.191
197:31:32,4837,80.61666667,0.206,0.235,0.191
197:31:33,4838,80.63333333,0.206,0.235,0.192
197:31:34,4839,80.65,0.207,0.235,0.192
197:31:35,4840,80.66666667,0.207,0.235,0.192
197:31:36,4841,80.68333333,0.207,0.235,0.192
197:31:37,4842,80.7,0.206,0.236,0.193
197:31:38,4843,80.71666667,0.206,0.237,0.193
197:31:39,4844,80.73333333,0.206,0.236,0.194
197:31:40,4845,80.75,0.208,0.236,0.194
197:31:41,4846,80.76666667,0.207,0.237,0.194
197:31:42,4847,80.78333333,0.207,0.237,0.193
197:31:43,4848,80.8,0.206,0.238,0.193
197:31:44,4849,80.81666667,0.207,0.238,0.193
197:31:45,4850,80.83333333,0.207,0.237,0.193
197:31:46,4851,80.85,0.208,0.237,0.192
197:31:47,4852,80.86666667,0.207,0.237,0.193
197:31:48,4853,80.88333333,0.207,0.238,0.192
197:31:49,4854,80.9,0.207,0.238,0.192
197:31:50,4855,80.91666667,0.207,0.238,0.192
197:31:51,4856,80.93333333,0.208,0.237,0.192
197:31:52,4857,80.95,0.208,0.237,0.192
197:31:53,4858,80.96666667,0.208,0.237,0.192
197:31:54,4859,80.98333333,0.207,0.238,0.192
197:31:55,4860,81,0.207,0.238,0.192
197:31:56,4861,81.01666667,0.207,0.238,0.193
197:31:57,4862,81.03333333,0.209,0.238,0.194
197:31:58,4863,81.05,0.208,0.238,0.195
197:31:59,4864,81.06666667,0.208,0.239,0.194
197:32:00,4865,81.08333333,0.207,0.239,0.195
197:32:01,4866,81.1,0.208,0.239,0.194
197:32:02,4867,81.11666667,0.209,0.239,0.195
197:32:03,4868,81.13333333,0.209,0.239,0.195
197:32:04,4869,81.15,0.209,0.239,0.195
197:32:05,4870,81.16666667,0.208,0.24,0.194
197:32:06,4871,81.18333333,0.208,0.24,0.194
197:32:07,4872,81.2,0.208,0.238,0.194
197:32:08,4873,81.21666667,0.209,0.238,0.194
197:32:09,4874,81.23333333,0.209,0.239,0.193
197:32:10,4875,81.25,0.209,0.239,0.193
197:32:11,4876,81.26666667,0.208,0.24,0.193
197:32:12,4877,81.28333333,0.209,0.24,0.193
197:32:13,4878,81.3,0.209,0.239,0.194
197:32:14,4879,81.31666667,0.21,0.239,0.194
197:32:15,4880,81.33333333,0.21,0.239,0.194
197:32:16,4881,81.35,0.21,0.24,0.194
197:32:17,4882,81.36666667,0.208,0.24,0.195
197:32:18,4883,81.38333333,0.21,0.24,0.196
197:32:19,4884,81.4,0.21,0.239,0.196
197:32:20,4885,81.41666667,0.211,0.24,0.196
197:32:21,4886,81.43333333,0.21,0.24,0.196
197:32:22,4887,81.45,0.21,0.241,0.196
197:32:23,4888,81.46666667,0.209,0.241,0.196
197:32:24,4889,81.48333333,0.21,0.241,0.196
197:32:25,4890,81.5,0.211,0.24,0.196
197:32:26,4891,81.51666667,0.211,0.241,0.196
197:32:27,4892,81.53333333,0.211,0.241,0.195
197:32:28,4893,81.55,0.21,0.242,0.195
197:32:29,4894,81.56666667,0.21,0.242,0.194
197:32:30,4895,81.58333333,0.21,0.242,0.194
197:32:31,4896,81.6,0.212,0.242,0.195
197:32:32,4897,81.61666667,0.211,0.242,0.195
197:32:33,4898,81.63333333,0.211,0.242,0.194
197:32:34,4899,81.65,0.21,0.243,0.195
197:32:35,4900,81.66666667,0.211,0.243,0.195
197:32:36,4901,81.68333333,0.211,0.243,0.196
197:32:37,4902,81.7,0.212,0.243,0.196
197:32:38,4903,81.71666667,0.212,0.243,0.197
197:32:39,4904,81.73333333,0.211,0.244,0.197
197:32:40,4905,81.75,0.211,0.244,0.198
197:32:41,4906,81.76666667,0.212,0.244,0.198
197:32:42,4907,81.78333333,0.212,0.244,0.198
197:32:43,4908,81.8,0.212,0.244,0.198
197:32:44,4909,81.81666667,0.212,0.245,0.197
197:32:45,4910,81.83333333,0.211,0.245,0.197
197:32:46,4911,81.85,0.212,0.245,0.197
197:32:47,4912,81.86666667,0.213,0.245,0.197
197:32:48,4913,81.88333333,0.213,0.245,0.196
197:32:49,4914,81.9,0.212,0.246,0.196
197:32:50,4915,81.91666667,0.212,0.246,0.195
197:32:51,4916,81.93333333,0.212,0.246,0.196
197:32:52,4917,81.95,0.213,0.245,0.195
197:32:53,4918,81.96666667,0.213,0.245,0.196
197:32:54,4919,81.98333333,0.214,0.245,0.196
197:32:55,4920,82,0.213,0.247,0.197
197:32:56,4921,82.01666667,0.213,0.247,0.196
197:32:57,4922,82.03333333,0.213,0.247,0.198
197:32:58,4923,82.05,0.214,0.247,0.198
197:32:59,4924,82.06666667,0.214,0.247,0.198
197:33:00,4925,82.08333333,0.214,0.247,0.199
197:33:01,4926,82.1,0.213,0.249,0.199
197:33:02,4927,82.11666667,0.213,0.249,0.199
197:33:03,4928,82.13333333,0.214,0.249,0.199
197:33:04,4929,82.15,0.214,0.248,0.199
197:33:05,4930,82.16666667,0.215,0.248,0.198
197:33:06,4931,82.18333333,0.214,0.248,0.199
197:33:07,4932,82.2,0.214,0.249,0.198
197:33:08,4933,82.21666667,0.213,0.249,0.198
197:33:09,4934,82.23333333,0.214,0.249,0.198
197:33:10,4935,82.25,0.215,0.248,0.198
197:33:11,4936,82.26666667,0.215,0.249,0.197
197:33:12,4937,82.28333333,0.214,0.249,0.198
197:33:13,4938,82.3,0.214,0.25,0.197
197:33:14,4939,82.31666667,0.214,0.249,0.198
197:33:15,4940,82.33333333,0.214,0.249,0.198
197:33:16,4941,82.35,0.215,0.248,0.199
197:33:17,4942,82.36666667,0.216,0.248,0.199
197:33:18,4943,82.38333333,0.216,0.248,0.199
197:33:19,4944,82.4,0.215,0.249,0.2
197:33:20,4945,82.41666667,0.215,0.249,0.2
197:33:21,4946,82.43333333,0.215,0.25,0.2
197:33:22,4947,82.45,0.216,0.25,0.2
197:33:23,4948,82.46666667,0.216,0.25,0.201
197:33:24,4949,82.48333333,0.217,0.251,0.2
197:33:25,4950,82.5,0.216,0.251,0.2
197:33:26,4951,82.51666667,0.215,0.252,0.2
197:33:27,4952,82.53333333,0.215,0.251,0.2
197:33:28,4953,82.55,0.216,0.251,0.199
197:33:29,4954,82.56666667,0.216,0.25,0.199
197:33:30,4955,82.58333333,0.217,0.25,0.199
197:33:31,4956,82.6,0.216,0.25,0.199
197:33:32,4957,82.61666667,0.216,0.25,0.198
197:33:33,4958,82.63333333,0.215,0.251,0.198
197:33:34,4959,82.65,0.216,0.251,0.198
197:33:35,4960,82.66666667,0.216,0.251,0.199
197:33:36,4961,82.68333333,0.217,0.25,0.199
197:33:37,4962,82.7,0.217,0.25,0.199
197:33:38,4963,82.71666667,0.217,0.25,0.2
197:33:39,4964,82.73333333,0.217,0.25,0.2
197:33:40,4965,82.75,0.216,0.251,0.201
197:33:41,4966,82.76666667,0.217,0.251,0.201
197:33:42,4967,82.78333333,0.217,0.251,0.203
197:33:43,4968,82.8,0.218,0.251,0.202
197:33:44,4969,82.81666667,0.218,0.251,0.202
197:33:45,4970,82.83333333,0.218,0.251,0.201
197:33:46,4971,82.85,0.218,0.251,0.202
197:33:47,4972,82.86666667,0.217,0.252,0.201
197:33:48,4973,82.88333333,0.217,0.252,0.202
197:33:49,4974,82.9,0.218,0.252,0.201
197:33:50,4975,82.91666667,0.218,0.252,0.201
197:33:51,4976,82.93333333,0.219,0.252,0.201
197:33:52,4977,82.95,0.219,0.252,0.201
197:33:53,4978,82.96666667,0.219,0.252,0.2
197:33:54,4979,82.98333333,0.219,0.253,0.2
197:33:55,4980,83,0.218,0.253,0.2
197:33:56,4981,83.01666667,0.218,0.253,0.2
197:33:57,4982,83.03333333,0.218,0.253,0.201
197:33:58,4983,83.05,0.219,0.252,0.201
197:33:59,4984,83.06666667,0.219,0.252,0.202
197:34:00,4985,83.08333333,0.22,0.252,0.202
197:34:01,4986,83.1,0.219,0.252,0.203
197:34:02,4987,83.11666667,0.22,0.252,0.203
197:34:03,4988,83.13333333,0.219,0.253,0.204
197:34:04,4989,83.15,0.219,0.253,0.203
197:34:05,4990,83.16666667,0.219,0.253,0.203
197:34:06,4991,83.18333333,0.22,0.253,0.203
197:34:07,4992,83.2,0.22,0.253,0.203
197:34:08,4993,83.21666667,0.221,0.253,0.203
197:34:09,4994,83.23333333,0.221,0.253,0.203
197:34:10,4995,83.25,0.221,0.253,0.202
197:34:11,4996,83.26666667,0.221,0.253,0.202
197:34:12,4997,83.28333333,0.22,0.254,0.201
197:34:13,4998,83.3,0.22,0.254,0.201
197:34:14,4999,83.31666667,0.219,0.254,0.202
197:34:15,5000,83.33333333,0.22,0.254,0.201
197:34:16,5001,83.35,0.22,0.254,0.202
197:34:17,5002,83.36666667,0.221,0.254,0.202
197:34:18,5003,83.38333333,0.221,0.254,0.203
197:34:19,5004,83.4,0.222,0.254,0.202
197:34:20,5005,83.41666667,0.221,0.254,0.203
197:34:21,5006,83.43333333,0.221,0.254,0.203
197:34:22,5007,83.45,0.221,0.255,0.204
197:34:23,5008,83.46666667,0.221,0.255,0.204
197:34:24,5009,83.48333333,0.22,0.255,0.205
197:34:25,5010,83.5,0.221,0.255,0.204
197:34:26,5011,83.51666667,0.222,0.256,0.205
197:34:27,5012,83.53333333,0.222,0.256,0.205
197:34:28,5013,83.55,0.222,0.256,0.205
197:34:29,5014,83.56666667,0.222,0.256,0.205
197:34:30,5015,83.58333333,0.222,0.257,0.204
197:34:31,5016,83.6,0.222,0.258,0.204
197:34:32,5017,83.61666667,0.221,0.258,0.204
197:34:33,5018,83.63333333,0.221,0.259,0.204
197:34:34,5019,83.65,0.222,0.259,0.203
197:34:35,5020,83.66666667,0.221,0.259,0.204
197:34:36,5021,83.68333333,0.223,0.259,0.203
197:34:37,5022,83.7,0.222,0.259,0.204
197:34:38,5023,83.71666667,0.223,0.259,0.203
197:34:39,5024,83.73333333,0.222,0.259,0.204
197:34:40,5025,83.75,0.223,0.259,0.203
197:34:41,5026,83.76666667,0.222,0.259,0.204
197:34:42,5027,83.78333333,0.222,0.259,0.204
197:34:43,5028,83.8,0.222,0.259,0.206
197:34:44,5029,83.81666667,0.223,0.259,0.205
197:34:45,5030,83.83333333,0.223,0.259,0.206
197:34:46,5031,83.85,0.224,0.259,0.206
197:34:47,5032,83.86666667,0.224,0.259,0.206
197:34:48,5033,83.88333333,0.223,0.26,0.206
197:34:49,5034,83.9,0.223,0.261,0.205
197:34:50,5035,83.91666667,0.222,0.261,0.206
197:34:51,5036,83.93333333,0.223,0.261,0.205
197:34:52,5037,83.95,0.223,0.261,0.206
197:34:53,5038,83.96666667,0.224,0.26,0.205
197:34:54,5039,83.98333333,0.224,0.261,0.205
197:34:55,5040,84,0.224,0.26,0.204
197:34:56,5041,84.01666667,0.224,0.26,0.205
197:34:57,5042,84.03333333,0.224,0.261,0.204
197:34:58,5043,84.05,0.223,0.261,0.204
197:34:59,5044,84.06666667,0.224,0.261,0.204
197:35:00,5045,84.08333333,0.224,0.262,0.205
197:35:01,5046,84.1,0.225,0.261,0.205
197:35:02,5047,84.11666667,0.225,0.261,0.206
197:35:03,5048,84.13333333,0.225,0.262,0.206
197:35:04,5049,84.15,0.225,0.262,0.207
197:35:05,5050,84.16666667,0.225,0.263,0.207
197:35:06,5051,84.18333333,0.224,0.263,0.207
197:35:07,5052,84.2,0.224,0.263,0.208
197:35:08,5053,84.21666667,0.225,0.264,0.208
197:35:09,5054,84.23333333,0.225,0.263,0.208
197:35:10,5055,84.25,0.226,0.263,0.207
197:35:11,5056,84.26666667,0.226,0.263,0.207
197:35:12,5057,84.28333333,0.226,0.264,0.207
197:35:13,5058,84.3,0.225,0.265,0.207
197:35:14,5059,84.31666667,0.225,0.265,0.206
197:35:15,5060,84.33333333,0.224,0.265,0.206
197:35:16,5061,84.35,0.225,0.264,0.206
197:35:17,5062,84.36666667,0.226,0.263,0.206
197:35:18,5063,84.38333333,0.226,0.263,0.205
197:35:19,5064,84.4,0.226,0.263,0.206
197:35:20,5065,84.41666667,0.226,0.263,0.205
197:35:21,5066,84.43333333,0.225,0.264,0.206
197:35:22,5067,84.45,0.225,0.264,0.206
197:35:23,5068,84.46666667,0.225,0.263,0.207
197:35:24,5069,84.48333333,0.226,0.263,0.208
197:35:25,5070,84.5,0.227,0.263,0.208
197:35:26,5071,84.51666667,0.227,0.263,0.209
197:35:27,5072,84.53333333,0.227,0.263,0.208
197:35:28,5073,84.55,0.226,0.264,0.209
