,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
148:54:08,5800,96.66666667,0.423,0.318,0.386
148:54:09,5801,96.68333333,0.423,0.317,0.386
148:54:10,5802,96.7,0.423,0.317,0.386
148:54:11,5803,96.71666667,0.424,0.316,0.386
148:54:12,5804,96.73333333,0.422,0.316,0.385
148:54:13,5805,96.75,0.423,0.315,0.386
148:54:14,5806,96.76666667,0.424,0.314,0.385
148:54:15,5807,96.78333333,0.423,0.315,0.386
148:54:16,5808,96.8,0.422,0.315,0.385
148:54:17,5809,96.81666667,0.423,0.314,0.386
148:54:18,5810,96.83333333,0.423,0.314,0.385
148:54:19,5811,96.85,0.422,0.314,0.385
148:54:20,5812,96.86666667,0.423,0.314,0.385
148:54:21,5813,96.88333333,0.423,0.314,0.385
148:54:22,5814,96.9,0.422,0.314,0.385
148:54:23,5815,96.91666667,0.422,0.314,0.385
148:54:24,5816,96.93333333,0.423,0.314,0.385
148:54:25,5817,96.95,0.421,0.314,0.384
148:54:26,5818,96.96666667,0.422,0.314,0.385
148:54:27,5819,96.98333333,0.422,0.313,0.384
148:54:28,5820,97,0.422,0.313,0.385
148:54:29,5821,97.01666667,0.421,0.313,0.384
148:54:30,5822,97.03333333,0.422,0.312,0.384
148:54:31,5823,97.05,0.421,0.313,0.384
148:54:32,5824,97.06666667,0.421,0.313,0.385
148:54:33,5825,97.08333333,0.422,0.312,0.384
148:54:34,5826,97.1,0.421,0.313,0.384
148:54:35,5827,97.11666667,0.421,0.313,0.383
148:54:36,5828,97.13333333,0.422,0.312,0.384
148:54:37,5829,97.15,0.422,0.313,0.383
148:54:38,5830,97.16666667,0.42,0.313,0.384
148:54:39,5831,97.18333333,0.421,0.314,0.384
148:54:40,5832,97.2,0.421,0.314,0.383
148:54:41,5833,97.21666667,0.421,0.313,0.383
148:54:42,5834,97.23333333,0.42,0.313,0.383
148:54:43,5835,97.25,0.422,0.314,0.383
148:54:44,5836,97.26666667,0.42,0.314,0.383
148:54:45,5837,97.28333333,0.421,0.314,0.384
148:54:46,5838,97.3,0.421,0.313,0.382
148:54:47,5839,97.31666667,0.42,0.314,0.383
148:54:48,5840,97.33333333,0.42,0.315,0.383
148:54:49,5841,97.35,0.421,0.315,0.383
148:54:50,5842,97.36666667,0.42,0.315,0.382
148:54:51,5843,97.38333333,0.42,0.315,0.383
148:54:52,5844,97.4,0.421,0.314,0.382
148:54:53,5845,97.41666667,0.419,0.314,0.382
148:54:54,5846,97.43333333,0.421,0.313,0.382
148:54:55,5847,97.45,0.42,0.313,0.382
148:54:56,5848,97.46666667,0.42,0.313,0.382
148:54:57,5849,97.48333333,0.421,0.312,0.382
148:54:58,5850,97.5,0.421,0.313,0.382
148:54:59,5851,97.51666667,0.419,0.313,0.382
148:55:00,5852,97.53333333,0.421,0.313,0.382
148:55:01,5853,97.55,0.42,0.312,0.381
148:55:02,5854,97.56666667,0.42,0.312,0.382
148:55:03,5855,97.58333333,0.42,0.312,0.382
148:55:04,5856,97.6,0.42,0.312,0.382
148:55:05,5857,97.61666667,0.419,0.312,0.382
148:55:06,5858,97.63333333,0.42,0.311,0.382
148:55:07,5859,97.65,0.419,0.311,0.381
148:55:08,5860,97.66666667,0.419,0.311,0.382
148:55:09,5861,97.68333333,0.42,0.31,0.381
148:55:10,5862,97.7,0.419,0.312,0.382
148:55:11,5863,97.71666667,0.419,0.312,0.381
148:55:12,5864,97.73333333,0.42,0.312,0.381
148:55:13,5865,97.75,0.419,0.312,0.381
148:55:14,5866,97.76666667,0.418,0.312,0.381
148:55:15,5867,97.78333333,0.42,0.31,0.381
148:55:16,5868,97.8,0.418,0.311,0.381
148:55:17,5869,97.81666667,0.419,0.311,0.381
148:55:18,5870,97.83333333,0.419,0.31,0.38
148:55:19,5871,97.85,0.419,0.311,0.381
148:55:20,5872,97.86666667,0.418,0.311,0.381
148:55:21,5873,97.88333333,0.419,0.311,0.381
148:55:22,5874,97.9,0.418,0.311,0.38
148:55:23,5875,97.91666667,0.418,0.311,0.381
148:55:24,5876,97.93333333,0.418,0.31,0.38
148:55:25,5877,97.95,0.418,0.31,0.38
148:55:26,5878,97.96666667,0.418,0.311,0.38
148:55:27,5879,97.98333333,0.418,0.311,0.38
148:55:28,5880,98,0.417,0.311,0.379
148:55:29,5881,98.01666667,0.418,0.311,0.38
148:55:30,5882,98.03333333,0.418,0.311,0.379
148:55:31,5883,98.05,0.417,0.31,0.38
148:55:32,5884,98.06666667,0.418,0.31,0.38
148:55:33,5885,98.08333333,0.418,0.31,0.379
148:55:34,5886,98.1,0.417,0.31,0.379
148:55:35,5887,98.11666667,0.418,0.309,0.379
148:55:36,5888,98.13333333,0.418,0.31,0.379
148:55:37,5889,98.15,0.416,0.311,0.379
148:55:38,5890,98.16666667,0.417,0.311,0.38
148:55:39,5891,98.18333333,0.417,0.311,0.378
148:55:40,5892,98.2,0.417,0.31,0.379
148:55:41,5893,98.21666667,0.417,0.309,0.379
148:55:42,5894,98.23333333,0.418,0.308,0.379
148:55:43,5895,98.25,0.416,0.309,0.378
148:55:44,5896,98.26666667,0.416,0.309,0.379
148:55:45,5897,98.28333333,0.417,0.308,0.378
148:55:46,5898,98.3,0.416,0.309,0.379
148:55:47,5899,98.31666667,0.416,0.309,0.378
148:55:48,5900,98.33333333,0.417,0.308,0.378
148:55:49,5901,98.35,0.416,0.309,0.378
148:55:50,5902,98.36666667,0.415,0.309,0.378
148:55:51,5903,98.38333333,0.417,0.308,0.378
148:55:52,5904,98.4,0.415,0.308,0.378
148:55:53,5905,98.41666667,0.416,0.308,0.378
148:55:54,5906,98.43333333,0.416,0.307,0.378
148:55:55,5907,98.45,0.415,0.308,0.378
148:55:56,5908,98.46666667,0.414,0.308,0.378
148:55:57,5909,98.48333333,0.416,0.307,0.378
148:55:58,5910,98.5,0.415,0.308,0.377
148:55:59,5911,98.51666667,0.415,0.307,0.378
148:56:00,5912,98.53333333,0.416,0.306,0.377
148:56:01,5913,98.55,0.415,0.307,0.377
148:56:02,5914,98.56666667,0.414,0.307,0.377
148:56:03,5915,98.58333333,0.416,0.306,0.378
148:56:04,5916,98.6,0.415,0.307,0.377
148:56:05,5917,98.61666667,0.414,0.307,0.377
148:56:06,5918,98.63333333,0.416,0.306,0.376
148:56:07,5919,98.65,0.414,0.307,0.377
148:56:08,5920,98.66666667,0.414,0.307,0.377
148:56:09,5921,98.68333333,0.415,0.306,0.376
148:56:10,5922,98.7,0.414,0.306,0.377
148:56:11,5923,98.71666667,0.414,0.306,0.377
148:56:12,5924,98.73333333,0.415,0.305,0.377
148:56:13,5925,98.75,0.413,0.306,0.376
148:56:14,5926,98.76666667,0.415,0.306,0.377
148:56:15,5927,98.78333333,0.415,0.306,0.376
148:56:16,5928,98.8,0.414,0.307,0.377
148:56:17,5929,98.81666667,0.415,0.307,0.376
148:56:18,5930,98.83333333,0.414,0.308,0.376
148:56:19,5931,98.85,0.413,0.308,0.376
148:56:20,5932,98.86666667,0.414,0.306,0.377
148:56:21,5933,98.88333333,0.414,0.307,0.375
148:56:22,5934,98.9,0.413,0.306,0.377
148:56:23,5935,98.91666667,0.415,0.306,0.376
148:56:24,5936,98.93333333,0.413,0.307,0.376
148:56:25,5937,98.95,0.413,0.306,0.376
148:56:26,5938,98.96666667,0.414,0.305,0.376
148:56:27,5939,98.98333333,0.413,0.305,0.375
148:56:28,5940,99,0.413,0.305,0.375
148:56:29,5941,99.01666667,0.414,0.304,0.376
148:56:30,5942,99.03333333,0.412,0.305,0.375
148:56:31,5943,99.05,0.413,0.305,0.376
148:56:32,5944,99.06666667,0.413,0.305,0.375
148:56:33,5945,99.08333333,0.412,0.305,0.375
148:56:34,5946,99.1,0.413,0.304,0.375
148:56:35,5947,99.11666667,0.413,0.305,0.375
148:56:36,5948,99.13333333,0.412,0.306,0.375
148:56:37,5949,99.15,0.413,0.305,0.376
148:56:38,5950,99.16666667,0.413,0.306,0.374
148:56:39,5951,99.18333333,0.412,0.306,0.375
148:56:40,5952,99.2,0.413,0.305,0.374
148:56:41,5953,99.21666667,0.412,0.306,0.374
148:56:42,5954,99.23333333,0.412,0.306,0.374
148:56:43,5955,99.25,0.412,0.305,0.374
148:56:44,5956,99.26666667,0.411,0.305,0.374
148:56:45,5957,99.28333333,0.411,0.305,0.374
148:56:46,5958,99.3,0.413,0.304,0.374
148:56:47,5959,99.31666667,0.411,0.304,0.373
148:56:48,5960,99.33333333,0.412,0.304,0.374
148:56:49,5961,99.35,0.412,0.304,0.373
148:56:50,5962,99.36666667,0.411,0.304,0.374
148:56:51,5963,99.38333333,0.412,0.303,0.374
148:56:52,5964,99.4,0.412,0.303,0.374
148:56:53,5965,99.41666667,0.411,0.303,0.374
148:56:54,5966,99.43333333,0.412,0.302,0.374
148:56:55,5967,99.45,0.411,0.302,0.373
148:56:56,5968,99.46666667,0.411,0.302,0.374
148:56:57,5969,99.48333333,0.412,0.301,0.373
148:56:58,5970,99.5,0.411,0.302,0.374
148:56:59,5971,99.51666667,0.411,0.302,0.373
148:57:00,5972,99.53333333,0.412,0.301,0.373
148:57:01,5973,99.55,0.41,0.302,0.373
148:57:02,5974,99.56666667,0.41,0.302,0.373
148:57:03,5975,99.58333333,0.411,0.302,0.373
148:57:04,5976,99.6,0.409,0.302,0.373
148:57:05,5977,99.61666667,0.411,0.301,0.373
148:57:06,5978,99.63333333,0.41,0.302,0.372
148:57:07,5979,99.65,0.41,0.302,0.373
148:57:08,5980,99.66666667,0.411,0.301,0.372
148:57:09,5981,99.68333333,0.41,0.302,0.373
148:57:10,5982,99.7,0.409,0.302,0.372
148:57:11,5983,99.71666667,0.41,0.301,0.372
148:57:12,5984,99.73333333,0.409,0.302,0.372
148:57:13,5985,99.75,0.409,0.302,0.373
148:57:14,5986,99.76666667,0.41,0.301,0.371
148:57:15,5987,99.78333333,0.409,0.301,0.372
148:57:16,5988,99.8,0.41,0.301,0.372
148:57:17,5989,99.81666667,0.409,0.302,0.372
148:57:18,5990,99.83333333,0.409,0.301,0.372
148:57:19,5991,99.85,0.41,0.3,0.372
148:57:20,5992,99.86666667,0.409,0.301,0.372
148:57:21,5993,99.88333333,0.408,0.301,0.372
148:57:22,5994,99.9,0.41,0.3,0.371
148:57:23,5995,99.91666667,0.408,0.301,0.371
148:57:24,5996,99.93333333,0.41,0.3,0.372
148:57:25,5997,99.95,0.409,0.301,0.371
148:57:26,5998,99.96666667,0.408,0.301,0.372
148:57:27,5999,99.98333333,0.409,0.3,0.371
148:57:28,6000,100,0.408,0.3,0.371
148:57:29,6001,100.0166667,0.408,0.3,0.371
148:57:30,6002,100.0333333,0.409,0.3,0.371
148:57:31,6003,100.05,0.408,0.3,0.37
148:57:32,6004,100.0666667,0.408,0.3,0.371
148:57:33,6005,100.0833333,0.409,0.299,0.37
148:57:34,6006,100.1,0.407,0.299,0.371
148:57:35,6007,100.1166667,0.409,0.298,0.371
148:57:36,6008,100.1333333,0.407,0.299,0.37
148:57:37,6009,100.15,0.408,0.299,0.371
148:57:38,6010,100.1666667,0.408,0.298,0.37
148:57:39,6011,100.1833333,0.407,0.299,0.37
148:57:40,6012,100.2,0.407,0.299,0.37
148:57:41,6013,100.2166667,0.408,0.299,0.37
148:57:42,6014,100.2333333,0.406,0.299,0.37
148:57:43,6015,100.25,0.408,0.299,0.37
148:57:44,6016,100.2666667,0.406,0.299,0.369
148:57:45,6017,100.2833333,0.407,0.299,0.371
148:57:46,6018,100.3,0.407,0.299,0.369
148:57:47,6019,100.3166667,0.406,0.3,0.37
148:57:48,6020,100.3333333,0.407,0.3,0.37
148:57:49,6021,100.35,0.407,0.3,0.37
148:57:50,6022,100.3666667,0.406,0.299,0.369
148:57:51,6023,100.3833333,0.407,0.298,0.37
148:57:52,6024,100.4,0.406,0.299,0.369
148:57:53,6025,100.4166667,0.406,0.299,0.369
148:57:54,6026,100.4333333,0.407,0.298,0.369
148:57:55,6027,100.45,0.406,0.298,0.369
148:57:56,6028,100.4666667,0.406,0.298,0.369
148:57:57,6029,100.4833333,0.406,0.297,0.368
148:57:58,6030,100.5,0.406,0.297,0.369
148:57:59,6031,100.5166667,0.405,0.296,0.369
148:58:00,6032,100.5333333,0.406,0.297,0.369
148:58:01,6033,100.55,0.405,0.297,0.369
148:58:02,6034,100.5666667,0.406,0.296,0.369
148:58:03,6035,100.5833333,0.405,0.297,0.368
148:58:04,6036,100.6,0.405,0.297,0.369
148:58:05,6037,100.6166667,0.406,0.297,0.367
148:58:06,6038,100.6333333,0.405,0.297,0.368
148:58:07,6039,100.65,0.405,0.298,0.368
148:58:08,6040,100.6666667,0.406,0.297,0.368
148:58:09,6041,100.6833333,0.405,0.297,0.368
148:58:10,6042,100.7,0.406,0.297,0.368
148:58:11,6043,100.7166667,0.406,0.297,0.367
148:58:12,6044,100.7333333,0.405,0.298,0.368
148:58:13,6045,100.75,0.407,0.296,0.368
148:58:14,6046,100.7666667,0.405,0.297,0.368
148:58:15,6047,100.7833333,0.406,0.297,0.368
148:58:16,6048,100.8,0.406,0.296,0.367
148:58:17,6049,100.8166667,0.405,0.297,0.367
148:58:18,6050,100.8333333,0.405,0.297,0.367
148:58:19,6051,100.85,0.405,0.298,0.367
148:58:20,6052,100.8666667,0.404,0.298,0.367
148:58:21,6053,100.8833333,0.406,0.297,0.367
148:58:22,6054,100.9,0.404,0.297,0.366
148:58:23,6055,100.9166667,0.405,0.297,0.367
148:58:24,6056,100.9333333,0.405,0.296,0.366
148:58:25,6057,100.95,0.404,0.297,0.367
148:58:26,6058,100.9666667,0.405,0.296,0.366
148:58:27,6059,100.9833333,0.405,0.297,0.366
148:58:28,6060,101,0.404,0.296,0.367
148:58:29,6061,101.0166667,0.405,0.295,0.367
148:58:30,6062,101.0333333,0.404,0.295,0.366
148:58:31,6063,101.05,0.403,0.296,0.366
148:58:32,6064,101.0666667,0.405,0.296,0.366
148:58:33,6065,101.0833333,0.403,0.296,0.366
148:58:34,6066,101.1,0.404,0.295,0.367
148:58:35,6067,101.1166667,0.404,0.296,0.365
148:58:36,6068,101.1333333,0.403,0.296,0.367
148:58:37,6069,101.15,0.404,0.295,0.366
148:58:38,6070,101.1666667,0.403,0.295,0.366
148:58:39,6071,101.1833333,0.402,0.295,0.366
148:58:40,6072,101.2,0.404,0.294,0.366
148:58:41,6073,101.2166667,0.402,0.295,0.365
148:58:42,6074,101.2333333,0.403,0.295,0.366
148:58:43,6075,101.25,0.403,0.295,0.365
148:58:44,6076,101.2666667,0.402,0.295,0.366
148:58:45,6077,101.2833333,0.404,0.294,0.365
148:58:46,6078,101.3,0.403,0.295,0.365
148:58:47,6079,101.3166667,0.402,0.295,0.366
148:58:48,6080,101.3333333,0.403,0.294,0.365
148:58:49,6081,101.35,0.402,0.295,0.365
148:58:50,6082,101.3666667,0.401,0.295,0.365
148:58:51,6083,101.3833333,0.403,0.293,0.365
148:58:52,6084,101.4,0.401,0.294,0.365
148:58:53,6085,101.4166667,0.402,0.293,0.365
148:58:54,6086,101.4333333,0.402,0.294,0.364
148:58:55,6087,101.45,0.402,0.294,0.365
148:58:56,6088,101.4666667,0.402,0.293,0.364
148:58:57,6089,101.4833333,0.401,0.294,0.365
148:58:58,6090,101.5,0.399,0.295,0.364
148:58:59,6091,101.5166667,0.402,0.294,0.364
148:59:00,6092,101.5333333,0.401,0.295,0.364
148:59:01,6093,101.55,0.402,0.295,0.365
148:59:02,6094,101.5666667,0.403,0.295,0.364
148:59:03,6095,101.5833333,0.401,0.295,0.364
148:59:04,6096,101.6,0.403,0.294,0.364
148:59:05,6097,101.6166667,0.401,0.295,0.364
148:59:06,6098,101.6333333,0.402,0.294,0.364
148:59:07,6099,101.65,0.402,0.293,0.364
148:59:08,6100,101.6666667,0.401,0.294,0.364
148:59:09,6101,101.6833333,0.401,0.293,0.364
148:59:10,6102,101.7,0.402,0.294,0.364
148:59:11,6103,101.7166667,0.401,0.293,0.364
148:59:12,6104,101.7333333,0.402,0.292,0.364
148:59:13,6105,101.75,0.401,0.294,0.363
148:59:14,6106,101.7666667,0.401,0.294,0.364
148:59:15,6107,101.7833333,0.402,0.293,0.363
148:59:16,6108,101.8,0.401,0.294,0.364
148:59:17,6109,101.8166667,0.401,0.293,0.364
148:59:18,6110,101.8333333,0.401,0.293,0.364
148:59:19,6111,101.85,0.401,0.293,0.364
148:59:20,6112,101.8666667,0.402,0.293,0.363
148:59:21,6113,101.8833333,0.401,0.294,0.363
148:59:22,6114,101.9,0.4,0.294,0.364
148:59:23,6115,101.9166667,0.402,0.293,0.363
148:59:24,6116,101.9333333,0.4,0.294,0.363
148:59:25,6117,101.95,0.401,0.294,0.364
148:59:26,6118,101.9666667,0.401,0.294,0.363
148:59:27,6119,101.9833333,0.4,0.295,0.363
148:59:28,6120,102,0.4,0.294,0.363
148:59:29,6121,102.0166667,0.401,0.295,0.364
148:59:30,6122,102.0333333,0.4,0.295,0.363
148:59:31,6123,102.05,0.401,0.294,0.364
148:59:32,6124,102.0666667,0.401,0.294,0.363
148:59:33,6125,102.0833333,0.4,0.295,0.363
148:59:34,6126,102.1,0.4,0.295,0.363
148:59:35,6127,102.1166667,0.401,0.295,0.363
148:59:36,6128,102.1333333,0.4,0.295,0.362
148:59:37,6129,102.15,0.4,0.295,0.363
148:59:38,6130,102.1666667,0.401,0.294,0.362
148:59:39,6131,102.1833333,0.4,0.294,0.363
148:59:40,6132,102.2,0.4,0.294,0.363
148:59:41,6133,102.2166667,0.401,0.293,0.362
148:59:42,6134,102.2333333,0.4,0.293,0.363
148:59:43,6135,102.25,0.4,0.293,0.363
148:59:44,6136,102.2666667,0.401,0.293,0.363
148:59:45,6137,102.2833333,0.399,0.294,0.362
148:59:46,6138,102.3,0.4,0.294,0.363
148:59:47,6139,102.3166667,0.401,0.293,0.362
148:59:48,6140,102.3333333,0.4,0.293,0.363
148:59:49,6141,102.35,0.4,0.293,0.363
148:59:50,6142,102.3666667,0.401,0.293,0.363
148:59:51,6143,102.3833333,0.4,0.294,0.362
148:59:52,6144,102.4,0.4,0.294,0.363
148:59:53,6145,102.4166667,0.401,0.294,0.362
148:59:54,6146,102.4333333,0.4,0.294,0.363
148:59:55,6147,102.45,0.4,0.294,0.363
148:59:56,6148,102.4666667,0.4,0.294,0.363
148:59:57,6149,102.4833333,0.4,0.295,0.362
148:59:58,6150,102.5,0.399,0.295,0.362
148:59:59,6151,102.5166667,0.401,0.294,0.362
149:00:00,6152,102.5333333,0.399,0.295,0.362
149:00:01,6153,102.55,0.4,0.294,0.362
149:00:02,6154,102.5666667,0.4,0.293,0.362
149:00:03,6155,102.5833333,0.401,0.293,0.362
149:00:04,6156,102.6,0.399,0.293,0.362
149:00:05,6157,102.6166667,0.4,0.294,0.362
149:00:06,6158,102.6333333,0.4,0.294,0.361
149:00:07,6159,102.65,0.399,0.293,0.362
149:00:08,6160,102.6666667,0.399,0.293,0.362
149:00:09,6161,102.6833333,0.4,0.292,0.362
149:00:10,6162,102.7,0.399,0.294,0.361
149:00:11,6163,102.7166667,0.399,0.294,0.362
149:00:12,6164,102.7333333,0.4,0.294,0.362
149:00:13,6165,102.75,0.399,0.295,0.362
149:00:14,6166,102.7666667,0.399,0.295,0.361
149:00:15,6167,102.7833333,0.4,0.294,0.362
149:00:16,6168,102.8,0.4,0.295,0.361
149:00:17,6169,102.8166667,0.399,0.294,0.362
149:00:18,6170,102.8333333,0.4,0.294,0.362
149:00:19,6171,102.85,0.4,0.294,0.361
149:00:20,6172,102.8666667,0.399,0.295,0.362
149:00:21,6173,102.8833333,0.399,0.295,0.362
149:00:22,6174,102.9,0.401,0.294,0.362
149:00:23,6175,102.9166667,0.399,0.295,0.361
149:00:24,6176,102.9333333,0.4,0.295,0.362
149:00:25,6177,102.95,0.4,0.293,0.361
149:00:26,6178,102.9666667,0.399,0.294,0.362
149:00:27,6179,102.9833333,0.399,0.294,0.361
149:00:28,6180,103,0.4,0.293,0.362
149:00:29,6181,103.0166667,0.4,0.293,0.361
149:00:30,6182,103.0333333,0.399,0.293,0.361
149:00:31,6183,103.05,0.4,0.292,0.361
149:00:32,6184,103.0666667,0.4,0.292,0.361
149:00:33,6185,103.0833333,0.399,0.293,0.361
149:00:34,6186,103.1,0.399,0.292,0.361
149:00:35,6187,103.1166667,0.4,0.292,0.361
149:00:36,6188,103.1333333,0.399,0.293,0.361
149:00:37,6189,103.15,0.4,0.292,0.361
149:00:38,6190,103.1666667,0.399,0.292,0.361
149:00:39,6191,103.1833333,0.399,0.292,0.361
149:00:40,6192,103.2,0.399,0.292,0.361
149:00:41,6193,103.2166667,0.4,0.292,0.361
149:00:42,6194,103.2333333,0.398,0.293,0.361
149:00:43,6195,103.25,0.399,0.293,0.362
149:00:44,6196,103.2666667,0.4,0.292,0.36
149:00:45,6197,103.2833333,0.399,0.293,0.361
149:00:46,6198,103.3,0.399,0.293,0.361
149:00:47,6199,103.3166667,0.4,0.292,0.361
149:00:48,6200,103.3333333,0.399,0.293,0.36
149:00:49,6201,103.35,0.399,0.293,0.361
149:00:50,6202,103.3666667,0.4,0.292,0.36
149:00:51,6203,103.3833333,0.398,0.292,0.361
149:00:52,6204,103.4,0.399,0.292,0.361
149:00:53,6205,103.4166667,0.4,0.292,0.36
149:00:54,6206,103.4333333,0.399,0.292,0.36
149:00:55,6207,103.45,0.398,0.293,0.36
149:00:56,6208,103.4666667,0.4,0.292,0.361
149:00:57,6209,103.4833333,0.399,0.292,0.36
149:00:58,6210,103.5,0.399,0.292,0.36
149:00:59,6211,103.5166667,0.399,0.291,0.36
149:01:00,6212,103.5333333,0.4,0.292,0.36
149:01:01,6213,103.55,0.398,0.292,0.36
149:01:02,6214,103.5666667,0.399,0.292,0.361
149:01:03,6215,103.5833333,0.399,0.291,0.36
149:01:04,6216,103.6,0.398,0.293,0.36
149:01:05,6217,103.6166667,0.399,0.293,0.36
149:01:06,6218,103.6333333,0.399,0.292,0.36
149:01:07,6219,103.65,0.399,0.293,0.36
149:01:08,6220,103.6666667,0.398,0.293,0.36
149:01:09,6221,103.6833333,0.4,0.292,0.36
149:01:10,6222,103.7,0.398,0.294,0.36
149:01:11,6223,103.7166667,0.399,0.294,0.36
149:01:12,6224,103.7333333,0.399,0.293,0.36
149:01:13,6225,103.75,0.399,0.294,0.36
149:01:14,6226,103.7666667,0.398,0.294,0.36
149:01:15,6227,103.7833333,0.399,0.293,0.36
149:01:16,6228,103.8,0.399,0.294,0.359
149:01:17,6229,103.8166667,0.398,0.294,0.36
149:01:18,6230,103.8333333,0.399,0.294,0.36
149:01:19,6231,103.85,0.4,0.292,0.36
149:01:20,6232,103.8666667,0.398,0.293,0.359
149:01:21,6233,103.8833333,0.399,0.293,0.36
149:01:22,6234,103.9,0.399,0.292,0.359
149:01:23,6235,103.9166667,0.398,0.292,0.36
149:01:24,6236,103.9333333,0.398,0.292,0.36
149:01:25,6237,103.95,0.399,0.291,0.359
149:01:26,6238,103.9666667,0.398,0.291,0.359
149:01:27,6239,103.9833333,0.398,0.291,0.359
149:01:28,6240,104,0.4,0.29,0.359
149:01:29,6241,104.0166667,0.398,0.291,0.359
149:01:30,6242,104.0333333,0.399,0.291,0.36
149:01:31,6243,104.05,0.399,0.291,0.359
149:01:32,6244,104.0666667,0.398,0.291,0.359
149:01:33,6245,104.0833333,0.398,0.292,0.359
149:01:34,6246,104.1,0.399,0.291,0.36
149:01:35,6247,104.1166667,0.398,0.291,0.359
149:01:36,6248,104.1333333,0.398,0.291,0.359
149:01:37,6249,104.15,0.398,0.291,0.359
149:01:38,6250,104.1666667,0.4,0.29,0.36
149:01:39,6251,104.1833333,0.399,0.291,0.359
149:01:40,6252,104.2,0.399,0.291,0.36
149:01:41,6253,104.2166667,0.4,0.29,0.359
149:01:42,6254,104.2333333,0.399,0.291,0.359
149:01:43,6255,104.25,0.399,0.291,0.359
149:01:44,6256,104.2666667,0.398,0.291,0.359
149:01:45,6257,104.2833333,0.4,0.29,0.359
149:01:46,6258,104.3,0.398,0.292,0.359
149:01:47,6259,104.3166667,0.399,0.292,0.36
149:01:48,6260,104.3333333,0.399,0.291,0.359
149:01:49,6261,104.35,0.399,0.292,0.359
149:01:50,6262,104.3666667,0.397,0.292,0.359
149:01:51,6263,104.3833333,0.398,0.291,0.36
149:01:52,6264,104.4,0.399,0.29,0.359
149:01:53,6265,104.4166667,0.398,0.292,0.36
149:01:54,6266,104.4333333,0.398,0.292,0.359
149:01:55,6267,104.45,0.399,0.292,0.36
149:01:56,6268,104.4666667,0.398,0.293,0.359
149:01:57,6269,104.4833333,0.398,0.293,0.36
149:01:58,6270,104.5,0.398,0.294,0.359
149:01:59,6271,104.5166667,0.399,0.293,0.359
149:02:00,6272,104.5333333,0.398,0.294,0.359
149:02:01,6273,104.55,0.397,0.294,0.359
149:02:02,6274,104.5666667,0.398,0.293,0.359
149:02:03,6275,104.5833333,0.398,0.293,0.359
149:02:04,6276,104.6,0.398,0.294,0.359
149:02:05,6277,104.6166667,0.397,0.294,0.359
149:02:06,6278,104.6333333,0.398,0.292,0.359
149:02:07,6279,104.65,0.398,0.292,0.358
149:02:08,6280,104.6666667,0.398,0.292,0.359
149:02:09,6281,104.6833333,0.397,0.292,0.359
149:02:10,6282,104.7,0.398,0.291,0.359
149:02:11,6283,104.7166667,0.398,0.292,0.358
149:02:12,6284,104.7333333,0.398,0.292,0.359
149:02:13,6285,104.75,0.397,0.292,0.358
149:02:14,6286,104.7666667,0.398,0.292,0.36
149:02:15,6287,104.7833333,0.398,0.291,0.358
149:02:16,6288,104.8,0.398,0.292,0.359
149:02:17,6289,104.8166667,0.397,0.292,0.358
149:02:18,6290,104.8333333,0.397,0.293,0.359
149:02:19,6291,104.85,0.398,0.292,0.359
149:02:20,6292,104.8666667,0.398,0.292,0.359
149:02:21,6293,104.8833333,0.397,0.292,0.358
149:02:22,6294,104.9,0.397,0.293,0.359
149:02:23,6295,104.9166667,0.398,0.292,0.359
149:02:24,6296,104.9333333,0.398,0.292,0.358
149:02:25,6297,104.95,0.397,0.293,0.359
149:02:26,6298,104.9666667,0.397,0.293,0.358
149:02:27,6299,104.9833333,0.398,0.293,0.359
149:02:28,6300,105,0.398,0.292,0.358
149:02:29,6301,105.0166667,0.397,0.293,0.359
149:02:30,6302,105.0333333,0.397,0.294,0.358
149:02:31,6303,105.05,0.397,0.294,0.359
149:02:32,6304,105.0666667,0.398,0.293,0.359
149:02:33,6305,105.0833333,0.398,0.294,0.359
149:02:34,6306,105.1,0.397,0.294,0.358
149:02:35,6307,105.1166667,0.397,0.294,0.359
149:02:36,6308,105.1333333,0.397,0.294,0.358
149:02:37,6309,105.15,0.397,0.293,0.358
149:02:38,6310,105.1666667,0.398,0.293,0.358
149:02:39,6311,105.1833333,0.396,0.293,0.358
149:02:40,6312,105.2,0.397,0.293,0.359
149:02:41,6313,105.2166667,0.397,0.292,0.358
149:02:42,6314,105.2333333,0.398,0.292,0.359
149:02:43,6315,105.25,0.396,0.293,0.358
149:02:44,6316,105.2666667,0.397,0.293,0.358
149:02:45,6317,105.2833333,0.397,0.292,0.358
149:02:46,6318,105.3,0.398,0.291,0.359
149:02:47,6319,105.3166667,0.397,0.292,0.358
149:02:48,6320,105.3333333,0.397,0.292,0.359
149:02:49,6321,105.35,0.396,0.292,0.358
149:02:50,6322,105.3666667,0.397,0.292,0.359
149:02:51,6323,105.3833333,0.398,0.291,0.358
149:02:52,6324,105.4,0.397,0.292,0.358
149:02:53,6325,105.4166667,0.397,0.292,0.358
149:02:54,6326,105.4333333,0.396,0.292,0.359
149:02:55,6327,105.45,0.397,0.291,0.358
149:02:56,6328,105.4666667,0.398,0.291,0.358
149:02:57,6329,105.4833333,0.397,0.291,0.358
