"","Oxy Electrode 1 Last (V)","OxyElectrode 2 Last (V)","OxyElectrode 3 Last (V)"
"76:42:45","0.649","0.739","0.601"
"76:42:46","0.650","0.737","0.601"
"76:42:47","0.648","0.737","0.601"
"76:42:48","0.648","0.737","0.602"
"76:42:49","0.648","0.738","0.601"
"76:42:50","0.649","0.737","0.601"
"76:42:51","0.648","0.736","0.601"
"76:42:52","0.649","0.738","0.600"
"76:42:53","0.649","0.738","0.602"
"76:42:54","0.648","0.736","0.601"
"76:42:55","0.648","0.736","0.601"
"76:42:56","0.648","0.736","0.600"
"76:42:57","0.648","0.735","0.601"
"76:42:58","0.647","0.733","0.600"
"76:42:59","0.647","0.734","0.601"
"76:43:00","0.648","0.735","0.600"
"76:43:01","0.648","0.733","0.600"
"76:43:02","0.646","0.733","0.600"
"76:43:03","0.648","0.733","0.600"
"76:43:04","0.647","0.734","0.599"
"76:43:05","0.648","0.732","0.600"
"76:43:06","0.646","0.733","0.600"
"76:43:07","0.648","0.734","0.599"
"76:43:08","0.647","0.733","0.600"
"76:43:09","0.646","0.732","0.600"
"76:43:10","0.646","0.734","0.600"
"76:43:11","0.647","0.734","0.600"
"76:43:12","0.646","0.734","0.600"
"76:43:13","0.646","0.734","0.599"
"76:43:14","0.647","0.734","0.600"
"76:43:15","0.646","0.733","0.598"
"76:43:16","0.646","0.732","0.600"
"76:43:17","0.646","0.734","0.598"
"76:43:18","0.647","0.733","0.599"
"76:43:19","0.645","0.732","0.599"
"76:43:20","0.646","0.732","0.599"
"76:43:21","0.646","0.733","0.598"
"76:43:22","0.646","0.730","0.599"
"76:43:23","0.645","0.731","0.599"
"76:43:24","0.646","0.732","0.598"
"76:43:25","0.645","0.732","0.598"
"76:43:26","0.645","0.731","0.598"
"76:43:27","0.645","0.733","0.599"
"76:43:28","0.646","0.733","0.598"
"76:43:29","0.645","0.732","0.599"
"76:43:30","0.644","0.733","0.598"
"76:43:31","0.645","0.734","0.599"
"76:43:32","0.645","0.733","0.598"
"76:43:33","0.644","0.733","0.599"
"76:43:34","0.645","0.735","0.598"
"76:43:35","0.645","0.734","0.599"
"76:43:36","0.644","0.734","0.598"
"76:43:37","0.644","0.734","0.599"
"76:43:38","0.645","0.734","0.598"
"76:43:39","0.645","0.732","0.599"
"76:43:40","0.643","0.733","0.599"
"76:43:41","0.645","0.732","0.598"
"76:43:42","0.644","0.733","0.598"
"76:43:43","0.644","0.731","0.598"
"76:43:44","0.644","0.734","0.598"
"76:43:45","0.645","0.733","0.597"
"76:43:46","0.644","0.732","0.598"
"76:43:47","0.643","0.732","0.597"
"76:43:48","0.644","0.733","0.598"
"76:43:49","0.643","0.731","0.597"
"76:43:50","0.643","0.732","0.598"
"76:43:51","0.643","0.733","0.597"
"76:43:52","0.644","0.731","0.598"
"76:43:53","0.642","0.731","0.597"
"76:43:54","0.643","0.732","0.598"
"76:43:55","0.643","0.733","0.596"
"76:43:56","0.642","0.731","0.597"
"76:43:57","0.642","0.733","0.596"
"76:43:58","0.643","0.731","0.597"
"76:43:59","0.642","0.731","0.597"
"76:44:00","0.642","0.731","0.597"
"76:44:01","0.642","0.732","0.597"
"76:44:02","0.642","0.729","0.596"
"76:44:03","0.641","0.731","0.597"
"76:44:04","0.643","0.730","0.596"
"76:44:05","0.642","0.730","0.597"
"76:44:06","0.641","0.729","0.597"
"76:44:07","0.642","0.731","0.597"
"76:44:08","0.642","0.731","0.595"
"76:44:09","0.641","0.730","0.596"
"76:44:10","0.642","0.731","0.595"
"76:44:11","0.643","0.731","0.596"
"76:44:12","0.641","0.730","0.595"
"76:44:13","0.641","0.730","0.596"
"76:44:14","0.642","0.732","0.595"
"76:44:15","0.642","0.729","0.595"
"76:44:16","0.641","0.729","0.596"
"76:44:17","0.642","0.729","0.596"
"76:44:18","0.642","0.729","0.596"
"76:44:19","0.642","0.727","0.595"
"76:44:20","0.642","0.729","0.596"
"76:44:21","0.642","0.728","0.595"
"76:44:22","0.641","0.727","0.596"
"76:44:23","0.640","0.727","0.595"
"76:44:24","0.642","0.728","0.596"
"76:44:25","0.641","0.726","0.594"
"76:44:26","0.641","0.726","0.596"
"76:44:27","0.641","0.728","0.594"
"76:44:28","0.642","0.726","0.595"
"76:44:29","0.640","0.727","0.594"
"76:44:30","0.641","0.728","0.595"
"76:44:31","0.641","0.727","0.594"
"76:44:32","0.640","0.724","0.595"
"76:44:33","0.640","0.726","0.594"
"76:44:34","0.641","0.725","0.594"
"76:44:35","0.639","0.724","0.595"
"76:44:36","0.641","0.725","0.594"
"76:44:37","0.640","0.725","0.594"
"76:44:38","0.640","0.723","0.594"
"76:44:39","0.640","0.725","0.595"
"76:44:40","0.641","0.724","0.593"
"76:44:41","0.640","0.724","0.595"
"76:44:42","0.640","0.725","0.594"
"76:44:43","0.640","0.724","0.594"
"76:44:44","0.639","0.724","0.594"
"76:44:45","0.640","0.725","0.595"
"76:44:46","0.640","0.725","0.593"
"76:44:47","0.639","0.723","0.594"
"76:44:48","0.639","0.725","0.593"
"76:44:49","0.640","0.724","0.594"
"76:44:50","0.638","0.724","0.594"
"76:44:51","0.640","0.724","0.594"
"76:44:52","0.639","0.724","0.593"
"76:44:53","0.638","0.723","0.594"
"76:44:54","0.639","0.726","0.593"
"76:44:55","0.639","0.722","0.593"
"76:44:56","0.638","0.724","0.594"
"76:44:57","0.639","0.724","0.593"
"76:44:58","0.638","0.722","0.593"
"76:44:59","0.638","0.723","0.592"
"76:45:00","0.639","0.723","0.593"
"76:45:01","0.638","0.722","0.592"
"76:45:02","0.639","0.723","0.594"
"76:45:03","0.638","0.723","0.592"
"76:45:04","0.638","0.721","0.593"
"76:45:05","0.638","0.724","0.592"
"76:45:06","0.639","0.722","0.592"
"76:45:07","0.637","0.722","0.592"
"76:45:08","0.638","0.722","0.593"
"76:45:09","0.638","0.723","0.592"
"76:45:10","0.637","0.721","0.592"
"76:45:11","0.638","0.724","0.592"
"76:45:12","0.638","0.722","0.592"
"76:45:13","0.637","0.720","0.592"
"76:45:14","0.637","0.721","0.591"
"76:45:15","0.638","0.721","0.592"
"76:45:16","0.636","0.720","0.591"
"76:45:17","0.637","0.722","0.592"
"76:45:18","0.637","0.722","0.590"
"76:45:19","0.636","0.720","0.592"
"76:45:20","0.637","0.722","0.591"
"76:45:21","0.637","0.721","0.591"
"76:45:22","0.635","0.721","0.591"
"76:45:23","0.637","0.722","0.592"
"76:45:24","0.637","0.722","0.591"
"76:45:25","0.636","0.720","0.592"
"76:45:26","0.636","0.722","0.591"
"76:45:27","0.637","0.720","0.591"
"76:45:28","0.635","0.720","0.591"
"76:45:29","0.637","0.721","0.591"
"76:45:30","0.636","0.721","0.591"
"76:45:31","0.635","0.719","0.591"
"76:45:32","0.637","0.722","0.592"
"76:45:33","0.636","0.719","0.590"
"76:45:34","0.635","0.720","0.592"
"76:45:35","0.636","0.721","0.591"
"76:45:36","0.637","0.720","0.591"
"76:45:37","0.635","0.719","0.591"
"76:45:38","0.636","0.721","0.591"
"76:45:39","0.636","0.720","0.590"
"76:45:40","0.635","0.719","0.592"
"76:45:41","0.635","0.721","0.590"
"76:45:42","0.636","0.720","0.590"
"76:45:43","0.634","0.720","0.590"
"76:45:44","0.636","0.720","0.591"
"76:45:45","0.635","0.720","0.590"
"76:45:46","0.634","0.718","0.591"
"76:45:47","0.635","0.721","0.590"
"76:45:48","0.635","0.719","0.590"
"76:45:49","0.634","0.719","0.591"
"76:45:50","0.635","0.719","0.590"
"76:45:51","0.635","0.719","0.590"
"76:45:52","0.634","0.719","0.590"
"76:45:53","0.635","0.720","0.590"
"76:45:54","0.635","0.720","0.589"
"76:45:55","0.634","0.718","0.590"
"76:45:56","0.634","0.719","0.589"
"76:45:57","0.635","0.719","0.590"
"76:45:58","0.634","0.718","0.588"
"76:45:59","0.634","0.719","0.590"
"76:46:00","0.634","0.719","0.589"
"76:46:01","0.634","0.717","0.590"
"76:46:02","0.633","0.719","0.590"
"76:46:03","0.634","0.718","0.589"
"76:46:04","0.633","0.718","0.589"
"76:46:05","0.633","0.717","0.589"
"76:46:06","0.633","0.720","0.589"
"76:46:07","0.633","0.717","0.588"
"76:46:08","0.632","0.717","0.590"
"76:46:09","0.634","0.717","0.588"
"76:46:10","0.634","0.717","0.589"
"76:46:11","0.632","0.718","0.588"
"76:46:12","0.633","0.719","0.589"
"76:46:13","0.633","0.718","0.588"
"76:46:14","0.633","0.719","0.590"
"76:46:15","0.633","0.720","0.588"
"76:46:16","0.633","0.718","0.589"
"76:46:17","0.632","0.719","0.589"
"76:46:18","0.633","0.719","0.589"
"76:46:19","0.632","0.718","0.588"
"76:46:20","0.632","0.717","0.589"
"76:46:21","0.632","0.718","0.588"
"76:46:22","0.632","0.716","0.588"
"76:46:23","0.631","0.718","0.589"
"76:46:24","0.633","0.717","0.588"
"76:46:25","0.632","0.717","0.588"
"76:46:26","0.632","0.717","0.587"
"76:46:27","0.632","0.718","0.588"
"76:46:28","0.632","0.716","0.588"
"76:46:29","0.632","0.717","0.588"
"76:46:30","0.632","0.718","0.587"
"76:46:31","0.631","0.716","0.588"
"76:46:32","0.632","0.717","0.587"
"76:46:33","0.632","0.717","0.588"
"76:46:34","0.631","0.716","0.587"
"76:46:35","0.631","0.716","0.588"
"76:46:36","0.631","0.719","0.586"
"76:46:37","0.631","0.715","0.587"
"76:46:38","0.630","0.718","0.587"
"76:46:39","0.632","0.717","0.587"
"76:46:40","0.630","0.716","0.587"
"76:46:41","0.631","0.716","0.587"
"76:46:42","0.630","0.716","0.586"
"76:46:43","0.629","0.715","0.587"
"76:46:44","0.630","0.716","0.587"
"76:46:45","0.631","0.715","0.586"
"76:46:46","0.630","0.714","0.587"
"76:46:47","0.630","0.716","0.586"
"76:46:48","0.631","0.716","0.586"
"76:46:49","0.630","0.716","0.586"
"76:46:50","0.631","0.717","0.587"
"76:46:51","0.630","0.718","0.585"
"76:46:52","0.630","0.716","0.587"
"76:46:53","0.630","0.718","0.586"
"76:46:54","0.631","0.716","0.586"
"76:46:55","0.629","0.716","0.586"
"76:46:56","0.630","0.716","0.586"
"76:46:57","0.630","0.716","0.586"
"76:46:58","0.629","0.714","0.586"
"76:46:59","0.628","0.715","0.587"
"76:47:00","0.630","0.715","0.586"
"76:47:01","0.629","0.714","0.586"
"76:47:02","0.628","0.713","0.586"
"76:47:03","0.629","0.715","0.586"
"76:47:04","0.629","0.714","0.585"
"76:47:05","0.628","0.714","0.586"
"76:47:06","0.629","0.716","0.585"
"76:47:07","0.629","0.715","0.585"
"76:47:08","0.628","0.715","0.584"
"76:47:09","0.630","0.716","0.586"
"76:47:10","0.629","0.716","0.585"
"76:47:11","0.629","0.713","0.586"
"76:47:12","0.627","0.716","0.586"
"76:47:13","0.629","0.715","0.586"
"76:47:14","0.628","0.715","0.585"
"76:47:15","0.628","0.716","0.585"
"76:47:16","0.628","0.717","0.585"
"76:47:17","0.628","0.714","0.585"
"76:47:18","0.627","0.714","0.586"
"76:47:19","0.628","0.714","0.585"
"76:47:20","0.628","0.715","0.586"
"76:47:21","0.627","0.714","0.585"
"76:47:22","0.628","0.716","0.585"
"76:47:23","0.628","0.717","0.584"
"76:47:24","0.627","0.715","0.586"
"76:47:25","0.628","0.717","0.585"
"76:47:26","0.628","0.716","0.586"
"76:47:27","0.627","0.716","0.585"
"76:47:28","0.627","0.716","0.586"
"76:47:29","0.628","0.717","0.585"
"76:47:30","0.628","0.715","0.585"
"76:47:31","0.626","0.716","0.585"
"76:47:32","0.628","0.716","0.585"
"76:47:33","0.628","0.716","0.585"
"76:47:34","0.627","0.715","0.585"
"76:47:35","0.627","0.717","0.585"
"76:47:36","0.628","0.715","0.585"
"76:47:37","0.626","0.715","0.586"
"76:47:38","0.627","0.716","0.585"
"76:47:39","0.628","0.716","0.585"
"76:47:40","0.626","0.716","0.585"
"76:47:41","0.627","0.717","0.586"
"76:47:42","0.627","0.717","0.584"
"76:47:43","0.628","0.716","0.585"
"76:47:44","0.626","0.718","0.585"
"76:47:45","0.628","0.718","0.585"
"76:47:46","0.627","0.718","0.585"
"76:47:47","0.627","0.717","0.586"
"76:47:48","0.627","0.719","0.585"
"76:47:49","0.627","0.716","0.584"
"76:47:50","0.626","0.716","0.585"
"76:47:51","0.627","0.717","0.585"
"76:47:52","0.627","0.718","0.585"
"76:47:53","0.626","0.716","0.584"
"76:47:54","0.626","0.717","0.585"
"76:47:55","0.627","0.717","0.584"
"76:47:56","0.627","0.716","0.585"
"76:47:57","0.626","0.717","0.584"
"76:47:58","0.627","0.718","0.585"
"76:47:59","0.627","0.718","0.584"
"76:48:00","0.626","0.716","0.585"
"76:48:01","0.627","0.718","0.584"
"76:48:02","0.628","0.717","0.585"
"76:48:03","0.626","0.716","0.584"
"76:48:04","0.626","0.715","0.585"
"76:48:05","0.626","0.716","0.583"
"76:48:06","0.627","0.714","0.584"
"76:48:07","0.626","0.714","0.585"
"76:48:08","0.626","0.714","0.585"
"76:48:09","0.626","0.716","0.584"
"76:48:10","0.626","0.715","0.584"
"76:48:11","0.625","0.715","0.584"
"76:48:12","0.626","0.716","0.583"
"76:48:13","0.626","0.716","0.584"
"76:48:14","0.626","0.715","0.584"
"76:48:15","0.626","0.715","0.585"
"76:48:16","0.626","0.716","0.583"
"76:48:17","0.627","0.716","0.584"
"76:48:18","0.625","0.716","0.583"
"76:48:19","0.626","0.717","0.585"
"76:48:20","0.626","0.718","0.583"
"76:48:21","0.627","0.716","0.584"
"76:48:22","0.625","0.717","0.584"
"76:48:23","0.627","0.717","0.584"
"76:48:24","0.626","0.717","0.583"
"76:48:25","0.627","0.714","0.584"
"76:48:26","0.625","0.715","0.584"
"76:48:27","0.626","0.716","0.584"
"76:48:28","0.627","0.717","0.583"
"76:48:29","0.626","0.715","0.583"
"76:48:30","0.626","0.715","0.584"
"76:48:31","0.626","0.717","0.583"
"76:48:32","0.627","0.717","0.584"
"76:48:33","0.626","0.716","0.583"
"76:48:34","0.626","0.716","0.585"
"76:48:35","0.626","0.718","0.583"
"76:48:36","0.627","0.717","0.584"
"76:48:37","0.626","0.717","0.583"
"76:48:38","0.626","0.716","0.585"
"76:48:39","0.626","0.717","0.583"
"76:48:40","0.627","0.716","0.583"
"76:48:41","0.626","0.717","0.584"
"76:48:42","0.626","0.716","0.584"
"76:48:43","0.626","0.718","0.584"
"76:48:44","0.627","0.716","0.584"
"76:48:45","0.625","0.716","0.584"
"76:48:46","0.625","0.716","0.584"
"76:48:47","0.626","0.717","0.584"
"76:48:48","0.626","0.715","0.583"
"76:48:49","0.625","0.714","0.585"
"76:48:50","0.625","0.716","0.584"
"76:48:51","0.626","0.716","0.584"
"76:48:52","0.626","0.716","0.582"
"76:48:53","0.627","0.714","0.584"
"76:48:54","0.625","0.716","0.584"
"76:48:55","0.627","0.716","0.584"
"76:48:56","0.626","0.716","0.583"
"76:48:57","0.627","0.714","0.584"
"76:48:58","0.625","0.715","0.583"
"76:48:59","0.627","0.716","0.584"
"76:49:00","0.626","0.717","0.583"
"76:49:01","0.627","0.715","0.583"
"76:49:02","0.626","0.715","0.584"
"76:49:03","0.626","0.716","0.584"
"76:49:04","0.626","0.718","0.584"
"76:49:05","0.627","0.717","0.583"
"76:49:06","0.626","0.716","0.584"
"76:49:07","0.626","0.716","0.583"
"76:49:08","0.627","0.718","0.584"
"76:49:09","0.627","0.718","0.583"
"76:49:10","0.627","0.716","0.584"
"76:49:11","0.626","0.716","0.583"
"76:49:12","0.627","0.716","0.584"
"76:49:13","0.627","0.717","0.583"
"76:49:14","0.627","0.715","0.584"
"76:49:15","0.625","0.716","0.583"
"76:49:16","0.627","0.717","0.583"
"76:49:17","0.627","0.718","0.583"
"76:49:18","0.627","0.716","0.583"
"76:49:19","0.625","0.718","0.584"
"76:49:20","0.627","0.717","0.583"
"76:49:21","0.627","0.717","0.583"
"76:49:22","0.626","0.715","0.583"
"76:49:23","0.626","0.716","0.584"
"76:49:24","0.626","0.717","0.582"
"76:49:25","0.627","0.717","0.583"
"76:49:26","0.626","0.716","0.583"
"76:49:27","0.626","0.716","0.583"
"76:49:28","0.626","0.718","0.582"
"76:49:29","0.627","0.718","0.584"
"76:49:30","0.626","0.717","0.582"
"76:49:31","0.626","0.716","0.583"
"76:49:32","0.626","0.719","0.583"
"76:49:33","0.627","0.718","0.584"
"76:49:34","0.626","0.718","0.583"
"76:49:35","0.626","0.716","0.583"
"76:49:36","0.626","0.718","0.583"
"76:49:37","0.627","0.718","0.583"
"76:49:38","0.626","0.717","0.583"
"76:49:39","0.625","0.716","0.583"
"76:49:40","0.626","0.718","0.583"
"76:49:41","0.626","0.718","0.583"
"76:49:42","0.626","0.718","0.584"
"76:49:43","0.625","0.718","0.583"
"76:49:44","0.626","0.719","0.584"
"76:49:45","0.626","0.719","0.583"
"76:49:46","0.627","0.718","0.584"
"76:49:47","0.625","0.717","0.583"
"76:49:48","0.627","0.718","0.583"
"76:49:49","0.626","0.718","0.582"
"76:49:50","0.627","0.716","0.583"
"76:49:51","0.625","0.717","0.582"
"76:49:52","0.626","0.718","0.583"
"76:49:53","0.626","0.718","0.582"
"76:49:54","0.626","0.717","0.583"
"76:49:55","0.625","0.717","0.583"
"76:49:56","0.626","0.718","0.582"
"76:49:57","0.626","0.719","0.583"
"76:49:58","0.626","0.718","0.582"
"76:49:59","0.626","0.718","0.583"
"76:50:00","0.626","0.719","0.582"
"76:50:01","0.627","0.720","0.583"
"76:50:02","0.626","0.719","0.582"
"76:50:03","0.626","0.718","0.583"
"76:50:04","0.625","0.720","0.582"
"76:50:05","0.627","0.719","0.583"
"76:50:06","0.626","0.719","0.581"
"76:50:07","0.625","0.718","0.583"
"76:50:08","0.624","0.719","0.582"
"76:50:09","0.626","0.718","0.583"
"76:50:10","0.626","0.719","0.582"
"76:50:11","0.626","0.717","0.582"
"76:50:12","0.624","0.719","0.583"
"76:50:13","0.626","0.718","0.582"
"76:50:14","0.626","0.719","0.582"
"76:50:15","0.626","0.718","0.582"
"76:50:16","0.625","0.718","0.583"
"76:50:17","0.625","0.719","0.582"
"76:50:18","0.626","0.720","0.583"
"76:50:19","0.625","0.718","0.582"
"76:50:20","0.625","0.717","0.583"
"76:50:21","0.624","0.719","0.582"
"76:50:22","0.626","0.718","0.583"
"76:50:23","0.625","0.718","0.581"
"76:50:24","0.624","0.717","0.583"
"76:50:25","0.624","0.718","0.582"
"76:50:26","0.626","0.719","0.583"
"76:50:27","0.625","0.720","0.582"
"76:50:28","0.625","0.718","0.582"
"76:50:29","0.624","0.720","0.582"
"76:50:30","0.626","0.719","0.582"
"76:50:31","0.625","0.718","0.582"
"76:50:32","0.625","0.717","0.582"
"76:50:33","0.624","0.719","0.583"
"76:50:34","0.625","0.719","0.581"
"76:50:35","0.626","0.719","0.582"
"76:50:36","0.624","0.718","0.582"
"76:50:37","0.625","0.719","0.583"
"76:50:38","0.625","0.719","0.581"
"76:50:39","0.626","0.718","0.582"
"76:50:40","0.624","0.719","0.582"
"76:50:41","0.625","0.720","0.583"
"76:50:42","0.625","0.720","0.581"
"76:50:43","0.625","0.719","0.582"
"76:50:44","0.624","0.720","0.581"
"76:50:45","0.625","0.720","0.582"
"76:50:46","0.625","0.720","0.582"
"76:50:47","0.625","0.718","0.582"
"76:50:48","0.624","0.719","0.583"
"76:50:49","0.625","0.719","0.582"
"76:50:50","0.625","0.720","0.582"
"76:50:51","0.624","0.718","0.582"
"76:50:52","0.624","0.720","0.583"
"76:50:53","0.625","0.719","0.582"
"76:50:54","0.625","0.718","0.582"
"76:50:55","0.624","0.719","0.582"
"76:50:56","0.625","0.720","0.582"
"76:50:57","0.625","0.720","0.581"
"76:50:58","0.625","0.719","0.583"
"76:50:59","0.625","0.721","0.582"
"76:51:00","0.626","0.720","0.583"
"76:51:01","0.625","0.720","0.581"
"76:51:02","0.624","0.720","0.583"
"76:51:03","0.625","0.722","0.581"
"76:51:04","0.625","0.720","0.582"
"76:51:05","0.623","0.720","0.582"
"76:51:06","0.624","0.721","0.582"
"76:51:07","0.624","0.722","0.582"
"76:51:08","0.624","0.719","0.581"
"76:51:09","0.624","0.721","0.583"
"76:51:10","0.625","0.721","0.581"
"76:51:11","0.625","0.720","0.582"
"76:51:12","0.623","0.720","0.582"
"76:51:13","0.625","0.722","0.583"
"76:51:14","0.625","0.722","0.582"
"76:51:15","0.625","0.720","0.583"
"76:51:16","0.623","0.721","0.582"
"76:51:17","0.625","0.721","0.582"
"76:51:18","0.624","0.721","0.581"
"76:51:19","0.624","0.719","0.583"
"76:51:20","0.624","0.721","0.581"
"76:51:21","0.625","0.719","0.582"
"76:51:22","0.624","0.718","0.581"
"76:51:23","0.624","0.719","0.582"
"76:51:24","0.624","0.720","0.581"
"76:51:25","0.625","0.718","0.581"
"76:51:26","0.623","0.718","0.582"
"76:51:27","0.624","0.718","0.581"
"76:51:28","0.624","0.718","0.581"
"76:51:29","0.624","0.716","0.581"
"76:51:30","0.624","0.718","0.582"
"76:51:31","0.624","0.717","0.581"
"76:51:32","0.624","0.716","0.582"
"76:51:33","0.623","0.716","0.581"
"76:51:34","0.625","0.717","0.582"
"76:51:35","0.624","0.717","0.580"
"76:51:36","0.623","0.715","0.582"
"76:51:37","0.624","0.717","0.581"
"76:51:38","0.624","0.716","0.582"
"76:51:39","0.623","0.715","0.581"
"76:51:40","0.623","0.715","0.581"
"76:51:41","0.624","0.717","0.580"
"76:51:42","0.624","0.714","0.581"
"76:51:43","0.622","0.715","0.581"
"76:51:44","0.624","0.716","0.581"
"76:51:45","0.624","0.717","0.581"
"76:51:46","0.623","0.715","0.581"
"76:51:47","0.623","0.716","0.582"
"76:51:48","0.623","0.715","0.581"
"76:51:49","0.623","0.714","0.581"
"76:51:50","0.622","0.716","0.581"
"76:51:51","0.624","0.717","0.581"
"76:51:52","0.623","0.717","0.580"
"76:51:53","0.623","0.717","0.582"
"76:51:54","0.623","0.720","0.580"
"76:51:55","0.624","0.719","0.581"
"76:51:56","0.623","0.719","0.581"
"76:51:57","0.624","0.719","0.582"
"76:51:58","0.623","0.720","0.580"
"76:51:59","0.623","0.718","0.581"
"76:52:00","0.622","0.719","0.581"
"76:52:01","0.624","0.719","0.580"
"76:52:02","0.623","0.719","0.581"
"76:52:03","0.622","0.719","0.581"
"76:52:04","0.623","0.721","0.581"
"76:52:05","0.623","0.720","0.580"
"76:52:06","0.623","0.719","0.581"
"76:52:07","0.623","0.721","0.581"
"76:52:08","0.624","0.720","0.581"
"76:52:09","0.622","0.720","0.580"
"76:52:10","0.624","0.721","0.582"
"76:52:11","0.623","0.722","0.580"
"76:52:12","0.624","0.719","0.581"
"76:52:13","0.622","0.721","0.581"
"76:52:14","0.624","0.719","0.581"
"76:52:15","0.623","0.719","0.580"
"76:52:16","0.623","0.719","0.581"
"76:52:17","0.623","0.722","0.580"
"76:52:18","0.624","0.721","0.580"
"76:52:19","0.622","0.720","0.581"
"76:52:20","0.623","0.721","0.580"
"76:52:21","0.624","0.721","0.581"
"76:52:22","0.623","0.720","0.580"
"76:52:23","0.623","0.722","0.582"
"76:52:24","0.624","0.722","0.580"
"76:52:25","0.624","0.720","0.581"
"76:52:26","0.622","0.720","0.581"
"76:52:27","0.624","0.721","0.581"
"76:52:28","0.623","0.721","0.580"
"76:52:29","0.623","0.720","0.581"
"76:52:30","0.623","0.721","0.580"
"76:52:31","0.623","0.719","0.580"
"76:52:32","0.622","0.719","0.580"
"76:52:33","0.623","0.719","0.581"
"76:52:34","0.623","0.720","0.580"
"76:52:35","0.623","0.718","0.580"
"76:52:36","0.622","0.719","0.581"
"76:52:37","0.623","0.720","0.580"
"76:52:38","0.623","0.719","0.581"
"76:52:39","0.622","0.719","0.581"
"76:52:40","0.623","0.720","0.581"
"76:52:41","0.623","0.720","0.580"
"76:52:42","0.622","0.718","0.581"
"76:52:43","0.622","0.720","0.581"
"76:52:44","0.623","0.720","0.581"
"76:52:45","0.623","0.719","0.580"
"76:52:46","0.622","0.719","0.581"
"76:52:47","0.623","0.720","0.580"
"76:52:48","0.623","0.718","0.580"
"76:52:49","0.621","0.720","0.580"
"76:52:50","0.623","0.720","0.580"
"76:52:51","0.622","0.720","0.580"
"76:52:52","0.622","0.718","0.580"
"76:52:53","0.622","0.718","0.580"
"76:52:54","0.623","0.718","0.580"
"76:52:55","0.622","0.718","0.581"
"76:52:56","0.622","0.720","0.580"
"76:52:57","0.622","0.722","0.581"
"76:52:58","0.622","0.720","0.580"
"76:52:59","0.622","0.720","0.581"
"76:53:00","0.622","0.721","0.580"
"76:53:01","0.623","0.721","0.581"
"76:53:02","0.621","0.720","0.580"
"76:53:03","0.622","0.720","0.581"
"76:53:04","0.622","0.721","0.579"
"76:53:05","0.623","0.720","0.580"
"76:53:06","0.621","0.720","0.579"
"76:53:07","0.623","0.721","0.580"
"76:53:08","0.622","0.722","0.580"
"76:53:09","0.622","0.719","0.580"
"76:53:10","0.621","0.721","0.581"
"76:53:11","0.622","0.722","0.580"
"76:53:12","0.622","0.722","0.580"
"76:53:13","0.621","0.720","0.580"
"76:53:14","0.621","0.722","0.581"
"76:53:15","0.622","0.722","0.580"
"76:53:16","0.622","0.721","0.581"
"76:53:17","0.621","0.721","0.580"
"76:53:18","0.622","0.722","0.581"
"76:53:19","0.622","0.722","0.579"
"76:53:20","0.622","0.719","0.581"
"76:53:21","0.621","0.722","0.580"
"76:53:22","0.623","0.722","0.581"
"76:53:23","0.622","0.721","0.580"
"76:53:24","0.622","0.721","0.581"
"76:53:25","0.622","0.723","0.579"
"76:53:26","0.623","0.721","0.580"
"76:53:27","0.621","0.721","0.580"
"76:53:28","0.622","0.721","0.580"
"76:53:29","0.621","0.721","0.580"
"76:53:30","0.621","0.720","0.580"
"76:53:31","0.621","0.723","0.580"
"76:53:32","0.622","0.722","0.579"
"76:53:33","0.622","0.722","0.580"
"76:53:34","0.621","0.722","0.580"
"76:53:35","0.622","0.723","0.580"
"76:53:36","0.622","0.721","0.579"
"76:53:37","0.621","0.721","0.580"
"76:53:38","0.622","0.722","0.579"
"76:53:39","0.622","0.722","0.580"
"76:53:40","0.621","0.722","0.579"
"76:53:41","0.622","0.722","0.580"
"76:53:42","0.621","0.723","0.579"
"76:53:43","0.621","0.721","0.580"
"76:53:44","0.621","0.723","0.580"
"76:53:45","0.622","0.722","0.580"
"76:53:46","0.620","0.722","0.580"
"76:53:47","0.621","0.723","0.579"
"76:53:48","0.621","0.723","0.579"
"76:53:49","0.621","0.721","0.580"
"76:53:50","0.621","0.722","0.580"
"76:53:51","0.621","0.723","0.579"
"76:53:52","0.621","0.722","0.580"
"76:53:53","0.620","0.723","0.579"
"76:53:54","0.622","0.723","0.580"
"76:53:55","0.621","0.722","0.579"
"76:53:56","0.621","0.722","0.581"
"76:53:57","0.621","0.724","0.579"
"76:53:58","0.622","0.722","0.580"
"76:53:59","0.620","0.722","0.579"
"76:54:00","0.621","0.723","0.580"
"76:54:01","0.621","0.723","0.579"
"76:54:02","0.621","0.720","0.580"
"76:54:03","0.620","0.723","0.579"
"76:54:04","0.621","0.723","0.579"
"76:54:05","0.621","0.723","0.580"
"76:54:06","0.620","0.723","0.580"
"76:54:07","0.621","0.725","0.580"
"76:54:08","0.621","0.723","0.579"
"76:54:09","0.620","0.723","0.580"
"76:54:10","0.621","0.724","0.579"
"76:54:11","0.621","0.723","0.579"
"76:54:12","0.620","0.722","0.579"
"76:54:13","0.620","0.723","0.580"
"76:54:14","0.621","0.724","0.579"
"76:54:15","0.621","0.722","0.580"
"76:54:16","0.620","0.723","0.579"
"76:54:17","0.621","0.722","0.580"
"76:54:18","0.620","0.722","0.579"
"76:54:19","0.620","0.721","0.579"
"76:54:20","0.620","0.724","0.579"
"76:54:21","0.621","0.723","0.579"
